Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Krotká,8/5/2017,11:00,8/5/2017,14:07,False,"Sergej Loznica / Francie, Nizozemsko, Německo, Lotyšsko, Rusko, Ukrajina 2017 / 142 min. / 15 let / DCP
https://www.csfd.cz/film/504677-une-femme-douce/
http://www.imdb.com/title/tt5618752/?ref_=nm_flmg_dr_1
https://program.lfs.cz/detail/?film=A-Gentle-Creature","Uherské Hradiště, Slovácké divadlo"
Jezero,8/1/2017,9:00,8/1/2017,10:40,False,"Philippe Grandrieux / Francie 2009 / 90 min. / 15 let / 35mm
https://www.csfd.cz/film/246840-jezero/
http://www.imdb.com/title/tt1270702/?ref_=nm_flmg_dr_5
https://program.lfs.cz/detail/?film=A-Lake","Uherské Hradiště, Reduta"
Jezero,8/4/2017,23:30,8/5/2017,1:45,False,"Philippe Grandrieux / Francie 2009 / 90 min. / 15 let / 35mm
https://www.csfd.cz/film/246840-jezero/
http://www.imdb.com/title/tt1270702/?ref_=nm_flmg_dr_5
https://program.lfs.cz/detail/?film=A-Lake","Uherské Hradiště, Reduta"
Alphaville,7/29/2017,23:30,7/30/2017,1:26,False,"Jean-Luc Godard / Francie, Itálie 1965 / 99 min. / 15 let / DCP
https://www.csfd.cz/film/35146-alphaville/prehled/
http://www.imdb.com/title/tt0058898/combined
https://program.lfs.cz/detail/?film=Alphaville","Uherské Hradiště, Kino Hvězda"
Muž jménem Ove,7/28/2017,23:59,7/29/2017,1:55,False,"Hannes Holm / Švédsko 2015 / 116 min. / DCP
https://www.csfd.cz/film/73244-muz-jmenem-ove/
http://www.imdb.com/title/tt4080728/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=A-Man-Called-Ove","Uherské Hradiště, innogy letní kino Masarykovo nám."
Terje Vigen (Hudba: Rouilleux),8/5/2017,14:30,8/5/2017,15:28,False,"Victor Sjöström / Švédsko 1917 / 48 min. / DCP
https://www.csfd.cz/film/107597-terje-vigen/prehled/
http://www.imdb.com/title/tt0008663/combined
https://program.lfs.cz/detail/?film=A-Man-There-Was-(Music--Rouilleux)","Uherské Hradiště, Kino Hvězda"
Lunapark filmových vynálezů,7/30/2017,15:30,7/30/2017,17:00,False,"90 min.
https://program.lfs.cz/detail/?film=An-Amusement-Park-of-Film-Inventions","Uherské Hradiště, Dětský stan"
Andrej Rublev,7/31/2017,17:00,7/31/2017,20:15,False,"Andrej Tarkovskij / SSSR 1966 / 185 min. / 15 let / DCP
https://www.csfd.cz/film/32345-andrej-rublev/prehled/
http://www.imdb.com/title/tt0060107/
https://program.lfs.cz/detail/?film=Andrei-Rublev","Uherské Hradiště, Slovácké divadlo"
Básník filmu: Andrej Tarkovskij,7/30/2017,17:30,7/30/2017,19:13,False,"Donatella Baglivo / Itálie 1984 / 93 min. / DVD
https://www.csfd.cz/film/135345-basnik-filmu-andrej-tarkovskij/komentare/
http://www.imdb.com/title/tt0366908/combined
https://program.lfs.cz/detail/?film=Andrei-Tarkovsky--A-Poet-in-the-Cinema","Uherské Hradiště, Reduta"
"Andrej Tarkovskij, obraz proti symbolu",8/2/2017,13:30,8/2/2017,15:00,False,"90 min.
https://program.lfs.cz/detail/?film=Andrej-Tarkovskij%2c-picture-versus-symbol","Uherské Hradiště, Klub kultury 2"
Anděl Páně 2,8/4/2017,22:00,8/4/2017,23:39,False,"Jiří Strach / Česká republika, Slovensko 2016 / 99 min. / DCP
https://www.csfd.cz/film/58799-andel-pane-2/prehled/
http://www.imdb.com/title/tt4901798/combined
https://program.lfs.cz/detail/?film=Angel-of-the-Lord-2","Uherské Hradiště, innogy letní kino Masarykovo nám."
Workshop animace pro děti i dospělé,8/1/2017,10:00,8/1/2017,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Animation-Workshop-for-Both-Kids-and-Adults","Uherské Hradiště, Dětský stan"
Workshop animace pro děti i dospělé,8/2/2017,10:00,8/2/2017,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Animation-Workshop-for-Both-Kids-and-Adults","Uherské Hradiště, Dětský stan"
Anita – švédská nymfička,7/31/2017,11:30,7/31/2017,13:15,False,"Torgny Wickman / Švédsko 1973 / 95 min. / 15 let / DVD
https://www.csfd.cz/film/184055-anita-ur-en-tonarsflickas-dagbok/komentare/
http://www.imdb.com/title/tt0069718/combined
https://program.lfs.cz/detail/?film=Anita--Swedish-Nymphet","Uherské Hradiště, Kino Mír"
Anita – švédská nymfička,8/3/2017,15:00,8/3/2017,16:45,False,"Torgny Wickman / Švédsko 1973 / 95 min. / 15 let / DVD
https://www.csfd.cz/film/184055-anita-ur-en-tonarsflickas-dagbok/komentare/
http://www.imdb.com/title/tt0069718/combined
https://program.lfs.cz/detail/?film=Anita--Swedish-Nymphet","Uherské Hradiště, Kino Mír"
Jiná země,7/30/2017,17:00,7/30/2017,18:40,False,"Marek Kanievska / Velká Británie 1984 / 90 min. / DCP
https://www.csfd.cz/film/19472-jina-zeme/prehled/
http://www.imdb.com/title/tt0086904/combined
https://program.lfs.cz/detail/?film=Another-Country","Uherské Hradiště, Slovácké divadlo"
Anthropoid,7/30/2017,23:59,7/31/2017,1:59,False,"Sean Ellis / Velká Británie, Česká republika, Francie 2016 / 120 min. / DCP
https://www.csfd.cz/film/405971-anthropoid/prehled/
http://www.imdb.com/title/tt4190530/combined
https://program.lfs.cz/detail/?film=Anthropoid","Uherské Hradiště, innogy letní kino Masarykovo nám."
Cesta do Indie,7/28/2017,17:30,7/28/2017,20:17,False,"David Lean / Velká Británie, USA 1984 / 157 min. / 35mm
https://www.csfd.cz/film/5706-cesta-do-indie/prehled/
http://www.imdb.com/title/tt0087892/combined
https://program.lfs.cz/detail/?film=A-Passage-to-India","Uherské Hradiště, Reduta"
Cesta do Indie,8/3/2017,14:30,8/3/2017,17:17,False,"David Lean / Velká Británie, USA 1984 / 157 min. / 35mm
https://www.csfd.cz/film/5706-cesta-do-indie/prehled/
http://www.imdb.com/title/tt0087892/combined
https://program.lfs.cz/detail/?film=A-Passage-to-India","Uherské Hradiště, Sportovní hala"
Masaryk,8/1/2017,17:30,8/1/2017,20:09,False,"Julius Ševčík / Česká republika, Slovensko 2016 / 114 min. / 15 let / DCP
https://www.csfd.cz/film/134042-masaryk/prehled/
http://www.imdb.com/title/tt5050904/combined
https://program.lfs.cz/detail/?film=A-Prominent-Patient","Uherské Hradiště, Klub kultury 1"
Masaryk,8/5/2017,22:00,8/5/2017,23:54,False,"Julius Ševčík / Česká republika, Slovensko 2016 / 114 min. / 15 let / DCP
https://www.csfd.cz/film/134042-masaryk/prehled/
http://www.imdb.com/title/tt5050904/combined
https://program.lfs.cz/detail/?film=A-Prominent-Patient","Uherské Hradiště, innogy letní kino Masarykovo nám."
Pokoj s vyhlídkou,8/2/2017,15:30,8/2/2017,17:27,False,"James Ivory / Velká Británie 1985 / 107 min. / Blu-ray
https://www.csfd.cz/film/4677-pokoj-s-vyhlidkou/prehled/
http://www.imdb.com/title/tt0091867/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=A-Room-with-a-View","Uherské Hradiště, Sportovní hala"
Pokoj s vyhlídkou,8/5/2017,14:30,8/5/2017,16:27,False,"James Ivory / Velká Británie 1985 / 107 min. / Blu-ray
https://www.csfd.cz/film/4677-pokoj-s-vyhlidkou/prehled/
http://www.imdb.com/title/tt0091867/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=A-Room-with-a-View","Uherské Hradiště, Klub kultury 1"
Výtvarný workshop,8/3/2017,10:00,8/3/2017,11:00,False,"60 min.
https://program.lfs.cz/detail/?film=Art-workshop","Uherské Hradiště, Dětský stan"
Asfalt Night: Dj Przema,8/3/2017,23:59,8/4/2017,3:59,False,"240 min.
https://program.lfs.cz/detail/?film=Asfalt-Night--Dj-Przema","Uherské Hradiště, Klub Mír"
Tak jako v nebi,7/30/2017,21:00,7/30/2017,23:22,False,"Kay Pollak / Švédsko 2004 / 132 min. / 35mm
https://www.csfd.cz/film/183187-tak-jako-v-nebi/prehled/
http://www.imdb.com/title/tt0382330/combined
https://program.lfs.cz/detail/?film=As-It-Is-in-Heaven","Uherské Hradiště, Reduta"
Tak jako v nebi,8/4/2017,23:30,8/5/2017,1:52,False,"Kay Pollak / Švédsko 2004 / 132 min. / 35mm
https://www.csfd.cz/film/183187-tak-jako-v-nebi/prehled/
http://www.imdb.com/title/tt0382330/combined
https://program.lfs.cz/detail/?film=As-It-Is-in-Heaven","Uherské Hradiště, Kino Hvězda"
Spontánní tanec pro děti,8/5/2017,15:30,8/5/2017,17:00,False,"90 min.
https://program.lfs.cz/detail/?film=A-Spontaneous-Dance-for-Kids","Uherské Hradiště, Dětský stan"
Cesta na Měsíc,8/4/2017,15:00,8/4/2017,17:13,False,"Georges Méliès / Francie 1902 / 13 min. / DCP
https://www.csfd.cz/film/47384-cesta-na-mesic/
http://www.imdb.com/title/tt0000417/?ref_=fn_al_tt_4
https://program.lfs.cz/detail/?film=A-Trip-to-the-Moon","Uherské Hradiště, Klub kultury 1"
Cesta na Měsíc,8/5/2017,15:30,8/5/2017,16:53,False,"Georges Méliès / Francie 1902 / 13 min. / DCP
https://www.csfd.cz/film/47384-cesta-na-mesic/
http://www.imdb.com/title/tt0000417/?ref_=fn_al_tt_4
https://program.lfs.cz/detail/?film=A-Trip-to-the-Moon","Uherské Hradiště, Sportovní hala"
"Balkan & Global Folklor: Julah & Mathew (SK), Dr. Balkan",8/2/2017,23:59,8/3/2017,3:59,False,"240 min.
https://program.lfs.cz/detail/?film=Balkan-%26-Global-Folklor--Julah-%26-Mathew-(SK)%2c-Dr-Balkan","Uherské Hradiště, Klub Mír"
Po strništi bos,8/5/2017,19:30,8/5/2017,22:07,False,"Jan Svěrák / Česká republika, Dánsko, Slovensko 2017 / 112 min. / DCP
https://www.csfd.cz/film/416839-po-strnisti-bos/prehled/
http://www.imdb.com/title/tt5785056/combined
https://program.lfs.cz/detail/?film=Barefoot","Uherské Hradiště, Kino Hvězda"
Bassta Fidli Night: Djs Ira & Husha,8/4/2017,23:59,8/5/2017,3:59,False,"240 min.
https://program.lfs.cz/detail/?film=Bassta-Fidli-Night--Djs-Ira-%26-Husha","Uherské Hradiště, Klub Mír"
Bastl Instruments Night,7/29/2017,23:59,7/30/2017,3:59,False,"240 min.
https://program.lfs.cz/detail/?film=Bastl-Instruments-Night","Uherské Hradiště, Klub Mír"
Za dveřmi,7/30/2017,11:00,7/30/2017,12:20,False,"Irvin V. Willat / USA 1919 / 70 min. / DCP
https://www.csfd.cz/film/100145-behind-the-door/galerie/?type=1
http://www.imdb.com/title/tt0009915/combined
https://program.lfs.cz/detail/?film=Behind-the-Door","Uherské Hradiště, Kino Hvězda"
Beps'n'Johnnies + Acute Dose,7/31/2017,21:00,7/31/2017,23:00,False,"120 min.
https://program.lfs.cz/detail/?film=Beps%27n%27Johnnies-%2b-Acute-Dose","Uherské Hradiště, Klub Mír"
"Sedmilhářky: Ep. 1, 2",7/30/2017,17:00,7/30/2017,19:10,False,"Jean-Marc Vallée / USA 2017 / 120 min. / Blu-ray
https://www.csfd.cz/film/67290-sedmilharky/
http://www.imdb.com/title/tt3920596/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Big-Little-Lies--Ep1%2c-2","Uherské Hradiště, Kino Hvězda"
"Sedmilhářky: Ep. 3, 4",7/31/2017,21:00,7/31/2017,23:10,False,"Jean-Marc Vallée / USA 2017 / 120 min. / Blu-ray
https://www.csfd.cz/film/67290-sedmilharky/
http://www.imdb.com/title/tt3920596/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Big-Little-Lies--Ep-3%2c-4","Uherské Hradiště, Klub kultury 1"
"Sedmilhářky: Ep. 5, 6, 7",8/1/2017,17:00,8/1/2017,20:10,False,"Jean-Marc Vallée / USA 2017 / 180 min. / Blu-ray
https://www.csfd.cz/film/67290-sedmilharky/prehled/
http://www.imdb.com/title/tt3920596/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Big-Little-Lies--Ep-5%2c-6%2c-7","Uherské Hradiště, Slovácké divadlo"
"Vtáčkovia, siroty a blázni",7/29/2017,11:00,7/29/2017,13:03,False,"Juraj Jakubisko / Československo, Francie 1969 / 78 min. / 15 let / DCP
https://www.csfd.cz/film/4737-vtackovia-siroty-a-blazni/
http://www.imdb.com/title/tt0065193/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Birdies%2c-Orphans-and-Fools","Uherské Hradiště, Slovácké divadlo"
Brazil,8/3/2017,14:30,8/3/2017,17:00,False,"Terry Gilliam / Velká Británie 1985 / 140 min. / 15 let / DCP
https://www.csfd.cz/film/3301-brazil/prehled/
http://www.imdb.com/title/tt0088846/combined
https://program.lfs.cz/detail/?film=Brazil","Uherské Hradiště, Slovácké divadlo"
Návrat na Brideshead,7/29/2017,15:30,7/29/2017,17:25,False,"Charles Sturridge, Michael Lindsay-Hogg / Velká Británie 1981 / 105 min. / Blu-ray
https://www.csfd.cz/film/84496-navrat-na-brideshead/prehled/
http://www.imdb.com/title/tt0083390/combined
https://program.lfs.cz/detail/?film=Brideshead-Revisited","Uherské Hradiště, Reduta"
Návrat na Brideshead,8/3/2017,18:00,8/3/2017,19:55,False,"Charles Sturridge, Michael Lindsay-Hogg / Velká Británie 1981 / 105 min. / Blu-ray
https://www.csfd.cz/film/84496-navrat-na-brideshead/prehled/
http://www.imdb.com/title/tt0083390/combined
https://program.lfs.cz/detail/?film=Brideshead-Revisited","Uherské Hradiště, Sportovní hala"
Světlé noci,8/3/2017,17:30,8/3/2017,19:06,False,"Thomas Arslan / Německo, Norsko 2017 / 86 min. / DCP
https://www.csfd.cz/film/485323-svetle-noci/komentare/
http://www.imdb.com/title/tt6425734/combined
https://program.lfs.cz/detail/?film=Bright-Nights","Uherské Hradiště, Slovácké divadlo"
Byla jednou jedna budoucnost,7/28/2017,17:30,7/28/2017,18:41,False,"Jaroslav Dudek / Československo 1963 / 71 min.
https://program.lfs.cz/detail/?film=Byla-jednou-jedna-budoucnost","Uherské Hradiště, Stan České televize"
±0+ Role,8/1/2017,21:00,8/1/2017,23:00,False,"120 min.
https://program.lfs.cz/detail/?film=%c2%b10%2b-Role","Uherské Hradiště, Klub Mír"
Český film v České televizi,7/31/2017,12:00,7/31/2017,13:30,False,"90 min.
https://program.lfs.cz/detail/?film=%c4%8cesk%c3%bd-film-v-%c4%8cesk%c3%a9-televizi","Uherské Hradiště, Stan České televize"
Šach mat,7/28/2017,16:00,7/28/2017,17:15,False,"Alfréd Radok / Československo 1963 / 75 min.
https://program.lfs.cz/detail/?film=%c5%a0ach-mat","Uherské Hradiště, Stan České televize"
Škola pitchingu,7/30/2017,14:00,7/30/2017,15:30,False,"90 min.
https://program.lfs.cz/detail/?film=%c5%a0kola-pitchingu","Uherské Hradiště, Stan České televize"
Ohnivé vozy,7/29/2017,21:00,7/29/2017,23:15,False,"Hugh Hudson / Velká Británie 1981 / 125 min. / DCP
https://www.csfd.cz/film/12881-ohnive-vozy/prehled/
http://www.imdb.com/title/tt0082158/combined
https://program.lfs.cz/detail/?film=Chariots-of-Fire","Uherské Hradiště, Klub kultury 1"
Ohnivé vozy,8/2/2017,8:30,8/2/2017,10:45,False,"Hugh Hudson / Velká Británie 1981 / 125 min. / DCP
https://www.csfd.cz/film/12881-ohnive-vozy/prehled/
http://www.imdb.com/title/tt0082158/combined
https://program.lfs.cz/detail/?film=Chariots-of-Fire","Uherské Hradiště, Kino Hvězda"
Ciao Bella,8/4/2017,15:30,8/4/2017,17:11,False,"Mani Maserrat-Agah / Švédsko 2007 / 91 min. / 35mm
https://www.csfd.cz/film/243061-ciao-bella/prehled/
http://www.imdb.com/title/tt0986323/combined
https://program.lfs.cz/detail/?film=Ciao-Bella","Uherské Hradiště, Sportovní hala"
Cimbálová muzika Kremlor,8/2/2017,23:15,8/3/2017,0:45,False,"90 min.
https://program.lfs.cz/detail/?film=Cimbal-Music-Kremlor","Uherské Hradiště, Literární stan"
CinEd a José Luis Guerín,8/2/2017,17:30,8/2/2017,19:00,False,"90 min.
https://program.lfs.cz/detail/?film=CinEd-and-Jos%c3%a9-Luis-Guer%c3%adn","Uherské Hradiště, Klub kultury 2"
CinEd: Začátek školního roku (Jacques Rozier),8/3/2017,15:00,8/3/2017,17:00,False,"120 min.
https://program.lfs.cz/detail/?film=CinEd--Beginning-of-the-School-Year-(Jacques-Rozier)","Uherské Hradiště, Dětský stan"
Filmový mág z Jižní Moravy,8/2/2017,15:30,8/2/2017,17:00,False,"90 min.
https://program.lfs.cz/detail/?film=Cinematic-Wizard-from-South-Moravia","Uherské Hradiště, Klub kultury 2"
Cink Cink: Cirk Dukto,8/3/2017,20:00,8/3/2017,20:40,False,"40 min.
https://program.lfs.cz/detail/?film=Cink-Cink--Cirk-Dukto","Uherské Hradiště, Divadelní stan"
Slavnostní zakončení,8/5/2017,19:00,8/5/2017,19:30,False,"30 min.
https://program.lfs.cz/detail/?film=Closing-Ceremony","Uherské Hradiště, Kino Hvězda"
Comeback,8/1/2017,21:00,8/1/2017,23:10,False,"Miro Remo / Slovensko 2014 / 85 min. / 18 let / Blu-ray
https://www.csfd.cz/film/303057-comeback/prehled/
http://www.imdb.com/title/tt3798022/combined
https://program.lfs.cz/detail/?film=Comeback","Uherské Hradiště, Reduta"
Comeback,8/4/2017,15:00,8/4/2017,16:35,False,"Miro Remo / Slovensko 2014 / 85 min. / 18 let / Blu-ray
https://www.csfd.cz/film/303057-comeback/prehled/
http://www.imdb.com/title/tt3798022/combined
https://program.lfs.cz/detail/?film=Comeback","Uherské Hradiště, Kino Mír"
Soutěživé hry pro děti,8/4/2017,14:00,8/4/2017,16:30,False,"150 min.
https://program.lfs.cz/detail/?film=Competitive-Games-for-Kids","Uherské Hradiště, Dětský stan"
Počítačové hry pod vlivem filmu,7/30/2017,17:30,7/30/2017,19:00,False,"90 min.
https://program.lfs.cz/detail/?film=Computer-Games-Under-the-Influence-of-Film","Uherské Hradiště, Klub kultury 2"
Cukrářský workshop pro děti,8/5/2017,9:00,8/5/2017,10:00,False,"60 min.
https://program.lfs.cz/detail/?film=Confectionery-Workshop-for-Kids","Uherské Hradiště, Dětský stan"
Cooltúra,8/2/2017,11:00,8/2/2017,12:53,False,"Miro Remo / Slovensko 2016 / 68 min. / 15 let / DCP
https://www.csfd.cz/film/344179-cooltura/prehled/
http://www.imdb.com/title/tt6235530/combined
https://program.lfs.cz/detail/?film=Coolture","Uherské Hradiště, Slovácké divadlo"
Cooltúra,8/4/2017,23:59,8/5/2017,1:17,False,"Miro Remo / Slovensko 2016 / 68 min. / 15 let / DCP
https://www.csfd.cz/film/344179-cooltura/prehled/
http://www.imdb.com/title/tt6235530/combined
https://program.lfs.cz/detail/?film=Coolture","Uherské Hradiště, Klub kultury 1"
Odvaha,8/4/2017,11:30,8/4/2017,12:50,False,"Pavel Štingl / Česká republika 2016 / 70 min. / HD file
https://www.csfd.cz/film/442672-odvaha/prehled/
https://program.lfs.cz/detail/?film=Courage","Uherské Hradiště, Reduta"
Kojot,7/28/2017,21:30,7/28/2017,23:46,False,"Márk Kostyál / Maďarsko 2017 / 126 min. / 15 let / Blu-ray
https://www.csfd.cz/film/494138-kojot/
http://www.imdb.com/title/tt5641832/?ref_=nm_knf_t1
https://program.lfs.cz/detail/?film=Coyote","Uherské Hradiště, Sportovní hala"
Zamilovaní vrazi,7/28/2017,23:59,7/29/2017,1:45,False,"François Ozon / Francie 1998 / 96 min. / 18 let / 35mm
https://www.csfd.cz/film/71251-zamilovani-vrazi/prehled/
http://www.imdb.com/title/tt0205735/combined
https://program.lfs.cz/detail/?film=Criminal-Lovers","Uherské Hradiště, Sportovní hala"
"Současný televizní seriál: trendy, tvůrci, budoucnost",7/31/2017,19:30,7/31/2017,21:00,False,"90 min.
https://program.lfs.cz/detail/?film=Current-TV-Series--Trends%2c-Creators%2c-Future","Uherské Hradiště, Respekt stan"
Daniel Pitín - Karel Osoha - Václav Kadrnka: Křižáček - vizuály,7/30/2017,17:00,7/30/2017,17:30,False,"30 min.
https://program.lfs.cz/detail/?film=Daniel-Pit%c3%adn---Karel-Osoha---V%c3%a1clav-Kadrnka--K%c5%99i%c5%be%c3%a1%c4%8dek---visuals","Uherské Hradiště, Galerie Vladimíra Hrocha v Klubu kultury"
Smrtihlav,7/31/2017,15:00,7/31/2017,16:50,False,"Alex Proyas / USA 1997 / 100 min. / 15 let / Blu-ray
https://www.csfd.cz/film/18233-smrtihlav/prehled/
http://www.imdb.com/title/tt0118929/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Dark-City","Uherské Hradiště, Slovácké divadlo"
Smrtihlav,8/2/2017,8:30,8/2/2017,10:20,False,"Alex Proyas / USA 1997 / 100 min. / 15 let / Blu-ray
https://www.csfd.cz/film/18233-smrtihlav/prehled/
http://www.imdb.com/title/tt0118929/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Dark-City","Uherské Hradiště, Slovácké divadlo"
Temná Hvězda,7/29/2017,21:30,7/29/2017,23:03,False,"John Carpenter / USA 1974 / 83 min. / Blu-ray
https://www.csfd.cz/film/1316-temna-hvezda/prehled/
http://www.imdb.com/title/tt0069945/combined
https://program.lfs.cz/detail/?film=Dark-Star","Uherské Hradiště, Sportovní hala"
Temná Hvězda,8/3/2017,9:30,8/3/2017,11:03,False,"John Carpenter / USA 1974 / 83 min. / Blu-ray
https://www.csfd.cz/film/1316-temna-hvezda/prehled/
http://www.imdb.com/title/tt0069945/combined
https://program.lfs.cz/detail/?film=Dark-Star","Uherské Hradiště, Sportovní hala"
Děsně fajn + Sbor břežanských kastrátů,7/28/2017,21:00,7/28/2017,23:00,False,"120 min.
https://program.lfs.cz/detail/?film=D%c4%9bsn%c4%9b-fajn-%2b-Sbor-b%c5%99e%c5%beansk%c3%bdch-kastr%c3%a1t%c5%af","Uherské Hradiště, Klub Mír"
Smrt poutníka,8/5/2017,14:00,8/5/2017,18:02,False,"Kristoffer Nyholm, Kristian Petri / Švédsko, Dánsko, Norsko, Finsko 2013 / 232 min. / 15 let / DVD
https://www.csfd.cz/film/426680-en-pilgrims-dod/
http://www.imdb.com/title/tt2602070/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Death-of-a-Pilgrim","Uherské Hradiště, Kino Mír"
Debata s Janem H. Vitvarem,7/30/2017,17:30,7/30/2017,19:00,False,"90 min.
https://program.lfs.cz/detail/?film=Debate-with-Jan-H-Vitvar","Uherské Hradiště, Respekt stan"
Den hanby,7/28/2017,18:00,7/28/2017,19:11,False,"Václav Hudeček / Československo 1968 / 71 min.
https://program.lfs.cz/detail/?film=Den-hanby","Uherské Hradiště, Stan České televize"
Digitální restaurování made in San Francisco,7/30/2017,13:30,7/30/2017,15:00,False,"90 min.
https://program.lfs.cz/detail/?film=Digital-Restoration-Made-in-San-Francisco","Uherské Hradiště, Klub kultury 2"
Divadelní spolek Masopust: Lidový kousek,7/30/2017,20:00,7/30/2017,20:50,False,"50 min.
https://program.lfs.cz/detail/?film=Divadeln%c3%ad-spolek-Masopust--Folk-Piece","Uherské Hradiště, Divadelní stan"
Divadlo LETÍ: Small Town Boy,8/5/2017,20:00,8/5/2017,21:45,False,"105 min.
https://program.lfs.cz/detail/?film=Divadlo-LET%c3%8d--Small-Town-Boy","Uherské Hradiště, Divadelní stan"
Divadlo NaHraně: Paralelní vesmíry,7/29/2017,20:00,7/29/2017,21:20,False,"80 min.
https://program.lfs.cz/detail/?film=Divadlo-NaHran%c4%9b--Constellations","Uherské Hradiště, Divadelní stan"
