Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Maraton studentských filmů,29/07/2024,22:00,30/07/2024,1:32,False,"Česká republika 2024 / 212 min. / DCP
Již tradičně Česká televize ve spolupráci s Letní filmovou školou přináší Maraton studentských filmů, které v posledním roce vznikly rukama nových talentů na středních i vysokých školách, zaměřených na film a audiovizuální tvorbu napříč celou republikou. Do maratonu je letos zařazeno celkem 27 filmů ze 14 různých škol.
https://program.lfs.cz/detail/?film=Maraton-studentsk%c3%bdch-film%c5%af","Uherské Hradiště, Letní kino Masarykovo náměstí"
IOOkamžiků,30/07/2024,17:00,30/07/2024,17:30,False,"30 min.
Letos je tomu 100 let, co Česká tisková kancelář (ČTK) začala produkovat fotozpravodajství vlastními silami.
https://program.lfs.cz/detail/?film=100-Moments","Uherské Hradiště, Palackého náměstí"
Workshop: Filmové dějiny jako herní a virtuální zážitek,28/07/2024,16:00,28/07/2024,18:00,False,"120 min.

https://program.lfs.cz/detail/?film=Workshop--Film-History-Perceived-Through-Games-and-Virtual-Reality","Uherské Hradiště, HUB 123"
IRMF uvádí: I cesta je cíl,29/07/2024,21:00,29/07/2024,22:00,False,"Čína, Velká Británie, USA / 60 min.
Putování jako cesta k sebepoznání a proměně. Tři odlišné příběhy spojené tématem cesty — fyzické i vnitřní. Od dálničního dobrodružství přes surreálně laděnou pouť, až po neobvyklý pohled na kontinuální cestu kolem světa. Zatímco některé cesty jsou podniknuty z nutnosti, jiné vycházejí ze svobodné vůle. Všechny však vedou k významnému sebepoznání a novým perspektivám. Vizuálně okouzlující i myšlenkově podnětné, tyto filmy oslavují cestu jako prostředek k sebereflexi, osvobození a nalezení smyslu ve zdánlivě bezvýchodných situacích.
https://program.lfs.cz/detail/?film=IRMF-Presents---The-Journey-Is-The-Destination","Uherské Hradiště, Respekt stan"
Mulholland Drive,30/07/2024,17:00,30/07/2024,19:42,False,"Mulholland Dr. / David Lynch / USA, Francie 2001 / 147 min. / 15 let / DCP
Hranice mezi snem a realitou ještě nikdy nebyla tenčí. Zvlášť když se člověk nachází v Hollywoodu, kde se identity slévají a zanikají. V prostředí plném absurdních příběhů se jednu ztracenou identitu pokouší nalézt i žena beze jména, která ztratila paměť. Nejoceňovanější film Davida Lynche o městě snů a nočních můr.
https://www.csfd.cz/film/6256-mulholland-drive/recenze/
https://www.imdb.com/title/tt0166924/reference
https://program.lfs.cz/detail/?film=Mulholland-Dr","Uherské Hradiště, Klub kultury - Velký sál"
Best of LFŠ II,01/08/2024,11:00,01/08/2024,13:00,False,"120 min.

https://program.lfs.cz/detail/?film=Best-of-SFS-II","Uherské Hradiště, Klub kultury - Velký sál"
Darmošlapové,26/07/2024,19:30,26/07/2024,21:34,False,"I vitelloni / Federico Fellini / Itálie, Francie 1953 / 109 min. / DCP
Druhý snímek Federika Felliniho skicuje tragikomický portrét nezaměstnaných budižkničemů, kteří odmítají změnit pohodlný život a parazitují na svých rodinách. Ve filmu, který reflektuje režisérovy vzpomínky na flákače z města Rimini, ztvárnila jednu z vedlejších rolí Lída Baarová.
https://www.csfd.cz/film/2617-darmoslapove/prehled/
https://www.imdb.com/title/tt0046521/?ref_=nv_sr_srsg_0_tt_5_nm_3_q_i%2520vitelloni
https://program.lfs.cz/detail/?film=I-Vitelloni","Uherské Hradiště, Orlovna"
Manželé Stodolovi,26/07/2024,15:00,26/07/2024,17:47,False,"Petr Hátle / Česká republika 2023 / 107 min. / 15 let / DCP
Manželé Stodolovi oloupili a zavraždili osm lidí důchodového věku. Celkem jim bylo prokázáno sedmnáct násilných trestných činů a oba byli odsouzeni na doživotí. Celovečerní debut Petra Hátleho se při rekonstrukci případu vyhýbá exploataci zla a sází na intimní studii manipulace, závislosti a zvrácenosti.
https://program.lfs.cz/detail/?film=Mr-and-Mrs-Stodola","Uherské Hradiště, Klub kultury - Velký sál"
Jižanská gotika v současných televizních seriálech,30/07/2024,16:00,30/07/2024,16:45,False,"45 min.
Představení knihy s diskusí. Lokální traumata, násilí, groteskní postavy a nehostinná krajina.
https://program.lfs.cz/detail/?film=Southern-Gothic-in-Contemporary-TV-Series","Uherské Hradiště, Stan literatury/Nové reality"
"Metly lidstva. Alkohol, kouření a drogy za socialismu",28/07/2024,12:00,28/07/2024,13:00,False,"60 min.
Triptych archivních pásem představí divákům, jakým způsobem se Československo v období socialismu vypořádalo s nejběžnějšími závislostmi. O problému alkoholismu se hovořilo otevřeně už od 50. let, celkový přístup k pití se ale postupně měnil a změna vyvrcholila v období perejstrojky. Ve stejném období se proměnil i náhled na kouření, které bylo dlouhá desetiletí tolerováno v podstatě na všech veřejných místech. Nejsložitější je případ drog, které dlouho byly rámovány pouze jako problém Západu, a když představitelé státu přiznali, že narkomanie existuje i u nás, bylo už skoro pozdě. V ukázkách uvidíte Jiřinu Bohdalovou jako učitelku abstinence, Jiřího Bartošku jako zpívajícího dealera a mnohé další v archivních pásmech dramatické, dokumentární, publicistické i zpravodajské tvorby Československé televize.
https://program.lfs.cz/detail/?film=The-Great-Scourges--Alcohol%2c-Cigarettes-and-Drugs-Under-Socialism","Uherské Hradiště, Stan ČT"
Šimon kouzelník,27/07/2024,20:00,27/07/2024,22:40,False,"Simon mágus / Ildikó Enyediová / Maďarsko, Francie, Švýcarsko 1999 / 100 min. / DCP
Starý kouzelník se potuluje Paříží, nemluví, nekouzlí, jen kouří cigarety, zatímco by možná měl pomáhat vyšetřovat záhadnou vraždu, s jejímž řešením si policie neví rady. Proč si ale k případu přizvala maďarského kouzelníka a co je ten podivín vůbec zač? Surrealistický snímek, který stojí na hraně mezi minimalistickým dramatem, detektivkou, romancí a náboženskou alegorií.
https://www.csfd.cz/film/108899-simon-kouzelnik/recenze/
https://www.imdb.com/title/tt0189092/reference
https://program.lfs.cz/detail/?film=Simon%2c-the-Magician","Uherské Hradiště, Slovácké divadlo"
Best of LFŠ III,01/08/2024,13:00,01/08/2024,15:00,False,"120 min.

https://program.lfs.cz/detail/?film=Best-of-SFS-III","Uherské Hradiště, Klub kultury - Velký sál"
Vesničko má středisková,27/07/2024,23:00,28/07/2024,0:38,False,"Jiří Menzel / ČSSR 1985 / 98 min. / DCP
Pávek je jako jediný z družstevních řidičů schopný spolupracovat s opožděným závozníkem Otíkem. Jednoho dne ale dojde trpělivost i jemu. Jedna z nejoblíbenějších českých komedií, nominovaná na Oscara, nastavuje zrcadlo realitě československého venkova osmdesátých let, autenticky dojímá i baví.
https://www.csfd.cz/film/6672-vesnicko-ma-strediskova/prehled/
https://www.imdb.com/title/tt0090257/?ref_=nm_flmg_t_12_dr
https://program.lfs.cz/detail/?film=My-Sweet-Little-Village","Uherské Hradiště, Letní kino Masarykovo náměstí"
Lynchovský: Co to znamená?,28/07/2024,12:30,28/07/2024,14:00,False,"90 min.
Criterion Channel označuje Davida Lynche za „režiséra, jenž má tak osobitý a podmanivý vizuální styl, že si vysloužil i vlastní adjektivum“. Oxfordský slovník definuje termín „lynchovský“ jako „připomínající či napodobující filmovou a televizní tvorbu Davida Lynche“ a nachází jeho původ v článku z časopisu Cinefantastique z roku 1984. Čím přesně je lynchovské dílo definováno? Tuto otázku možná nelze jednoznačně zodpovědět, určité motivy se však v Lynchově tvorbě nepopiratelně opakují. Jde o fragmentarizaci, abstrakci, dualitu, oneirismus a, zřejmě nejtypičtěji, zvrácenost a přetavování známého v neznámé či krajně znepokojující. Tato přednáška představí kompletní Lynchovu filmovou a televizní tvorbu a pokusí se definovat nedefinovatelné.
https://program.lfs.cz/detail/?film=Lynchian--What-Does-It-Stand-For%3f","Uherské Hradiště, Klub kultury - Malý sál"
Světýlka,26/07/2024,18:00,26/07/2024,20:14,False,"Beata Parkanová / Česká republika, Slovensko 2024 / 74 min. / DCP
Dětství vždycky jednou skončí, ale někomu až nečekaně brzy. Jeden den v životě malé Amálky změní její uvažování o rodině k nepoznání. Kolem se míhají máma, táta, babička, děda… Všichni ji hluboce milují, ale zapomínají to říkat. Amálka se tak mění ve zlobivé dítě, které by za trochu pozornosti dalo snad cokoliv.
https://program.lfs.cz/detail/?film=Tiny-Lights","Uherské Hradiště, Klub kultury - Velký sál"
Světýlka,31/07/2024,23:30,01/08/2024,0:59,False,"Beata Parkanová / Česká republika, Slovensko 2024 / 74 min. / DCP
Dětství vždycky jednou skončí, ale někomu až nečekaně brzy. Jeden den v životě malé Amálky změní její uvažování o rodině k nepoznání. Kolem se míhají máma, táta, babička, děda… Všichni ji hluboce milují, ale zapomínají to říkat. Amálka se tak mění ve zlobivé dítě, které by za trochu pozornosti dalo snad cokoliv.
https://program.lfs.cz/detail/?film=Tiny-Lights","Uherské Hradiště, Kino Hvězda"
November 2nd,30/07/2024,20:30,30/07/2024,22:00,False,"90 min.

https://program.lfs.cz/detail/?film=November-2nd","Uherské Hradiště, Kolejní nádvoří"
Podcast Stoupenci: Do nitra kutnohorské sekty,30/07/2024,17:00,30/07/2024,18:30,False,"90 min.
Investigativní podcastová série Radiožurnálu popisuje detaily z několikaměsíčního pátrání a citlivého zkoumání osudů lidí, kteří propadli učení léčitele Richarda Šiffera. Reportérům Vítu Kubantovi a Martinu Štorkánovi se podařilo shromáždit množství výpovědí a dosud neznámých svědectví, která z nejtěsnější blízkosti popisují, jak zrod, tak i fungování kutnohorské sekty, až po tragické vyvrcholení, které teď řeší policie i soud. Najdete ji na webu iRozhlas, v aplikaci mujRozhlas i ve všech podcastových aplikacích.
https://program.lfs.cz/detail/?film=The-Followers-Podcast--The-Cult-From-Kutn%c3%a1-Hora","Uherské Hradiště, Stan ČRo"
Vzhůru nohama,29/07/2024,11:00,29/07/2024,13:04,False,"Volveréis / Jonás Trueba / Španělsko, Francie 2024 / 114 min. / DCP
Rozchody jsou smutná věc. Ale ne tak úplně pro Ali a Alexe, kteří se rozhodnou uspořádat velkou oslavu s přáteli a rodinou, aby čtrnáctileté soužití zakončili ve velkém stylu. A oba jsou s tím úplně v pohodě. Nebo se o tom alespoň snaží sebe sami přesvědčit. Anti-romance a oslava rozchodů uspěla na filmovém festivalu v Cannes.
https://www.csfd.cz/film/1519361-vzhuru-nohama/recenze/
https://www.imdb.com/title/tt32128317/reference
https://program.lfs.cz/detail/?film=The-Other-Way-Around","Uherské Hradiště, Klub kultury - Velký sál"
Cinepur uvádí: Kdo to nosil lépe? Crossdressing od Někdo to rád horké po Mlčení jehňátek,29/07/2024,16:00,29/07/2024,17:30,False,"90 min.
Muži převlékající se za ženy a naopak ženy oblékající mužský oděv a s ním i mužskou identitu jsou zavedeným principem mnoha komedií, thrillerů či pohádek. V debatě nebudeme probírat vyloženě swag Dustina Hoffmana v Tootsie či Normana Batese v Psychu, ale budeme se ptát, co tzv. crossdressing dělá s hvězdnou image hollywoodských hereček, proč je tenhle motiv tak populární a co říká o genderových rolích, které hrajeme.
https://program.lfs.cz/detail/?film=Cinepur-Presents--Who-Wore-It-Better%3f-Crossdressing-From-Some-Like-It-Hot-to-The-Silence-of-the-Lambs","Uherské Hradiště, Respekt stan"
Čtyři sestry,26/07/2024,19:30,26/07/2024,21:32,False,"Banāt Olfa / Kaouther Ben Haniaová / Francie 2023 / 107 min. / 15 let / HD file
Po pádu tuniského diktátora se země ocitá v nově nabyté svobodě, v níž sílí vliv islamistických fundamentalistů. Dvě sestry opouštějí rodinu, aby se přidaly k ISIS. Po několika letech se režisérka Ben Haniaová vrací do rozpadlé rodiny s unikátní formou terapie – najaté herečky sehrávají role ztracených dcer ve skutečné rodině a skrze rekonstrukce pátrají po příčinách tragické minulosti.
https://www.csfd.cz/film/1359883-ctyri-sestry/prehled/
https://www.imdb.com/title/tt27502426/reference
https://program.lfs.cz/detail/?film=Four-Daughters","Uherské Hradiště, Reduta - Velký sál"
Čtyři sestry,29/07/2024,8:00,29/07/2024,10:02,False,"Banāt Olfa / Kaouther Ben Haniaová / Francie 2023 / 107 min. / 15 let / HD file
Po pádu tuniského diktátora se země ocitá v nově nabyté svobodě, v níž sílí vliv islamistických fundamentalistů. Dvě sestry opouštějí rodinu, aby se přidaly k ISIS. Po několika letech se režisérka Ben Haniaová vrací do rozpadlé rodiny s unikátní formou terapie – najaté herečky sehrávají role ztracených dcer ve skutečné rodině a skrze rekonstrukce pátrají po příčinách tragické minulosti.
https://www.csfd.cz/film/1359883-ctyri-sestry/prehled/
https://www.imdb.com/title/tt27502426/reference
https://program.lfs.cz/detail/?film=Four-Daughters","Uherské Hradiště, Reduta - Velký sál"
"Salvador, sedmnáctého března krátce po páté",26/07/2024,17:30,26/07/2024,18:59,False,"Vladimír Kavčiak / ČSSR 1982 / 89 min.
Tragický příběh čtyř holandských novinářů, kteří byli surově zavražděni příslušníky salvadorské vojenské junty.
https://program.lfs.cz/detail/?film=Salvador%2c-17th-March%2c-Shortly-After-Five-O%e2%80%99clock","Uherské Hradiště, Stan ČT"
Náhlé vnuknutí (hudba: Schneider TM),29/07/2024,15:30,29/07/2024,17:25,False,"Dekigokoro / Jasudžiró Ozu / Japonsko 1933 / 100 min. / 35mm
Náhlé vnuknutí je v kontextu Ozuovy kariéry důležitý snímek nejen pro své umělecké kvality experimentu s epizodickým vyprávěním, ale i tematicky a produkčně. Šlo totiž o počátek jeho série němých filmů z nečekaného prostředí, která sdílí typově podobnou postavu téhož jména, jež ovšem toutéž postavou není.
https://www.csfd.cz/film/124853-dekigokoro/recenze/
https://www.imdb.com/title/tt0023937/combined
https://program.lfs.cz/detail/?film=Passing-Fancy-(Music--Schneider-TM)","Uherské Hradiště, Kino Hvězda"
Bílá odvaha,28/07/2024,17:30,28/07/2024,20:26,False,"Biała odwaga / Marcin Koszałka / Polsko 2024 / 116 min. / 15 let / DCP
Horalé žijí v polských Tatrách od nepaměti. Řídí se tradicemi, které nepříjemně zkomplikují život dvou bratrů. Jejich nejtěžší zkouškou však bude konfrontace s nástupem nacismu. Obrazově poutavý snímek Marcina Koszałky připomíná nepříjemnou historickou pravdu, kterou ukazuje v celé její komplikovanosti.
https://www.csfd.cz/film/1349948-biala-odwaga/videa/
https://www.imdb.com/title/tt26937210/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=White-Courage","Uherské Hradiště, Klub kultury - Velký sál"
Bílá odvaha,30/07/2024,11:00,30/07/2024,13:11,False,"Biała odwaga / Marcin Koszałka / Polsko 2024 / 116 min. / 15 let / DCP
Horalé žijí v polských Tatrách od nepaměti. Řídí se tradicemi, které nepříjemně zkomplikují život dvou bratrů. Jejich nejtěžší zkouškou však bude konfrontace s nástupem nacismu. Obrazově poutavý snímek Marcina Koszałky připomíná nepříjemnou historickou pravdu, kterou ukazuje v celé její komplikovanosti.
https://www.csfd.cz/film/1349948-biala-odwaga/videa/
https://www.imdb.com/title/tt26937210/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=White-Courage","Uherské Hradiště, Orlovna"
Alexej Sevruk: Evropanka,29/07/2024,17:00,29/07/2024,18:00,False,"60 min.
Jáchym Topol označil Alexeje Sevruka za nejsilnější hlas současné česky psané literatury. Bylo to právě po přečtení románu Evropanka.
https://program.lfs.cz/detail/?film=Alexej-Sevruk--European-Woman","Uherské Hradiště, Stan literatury/Nové reality"
Jana Beňová,28/07/2024,18:30,28/07/2024,19:15,False,"45 min.
Jana Beňová (1974) je slovenská prozaička, básnířka, publicistka a laureátka Ceny Evropské unie za literaturu. Vydala tři básnické sbírky, několik úspěšných románů i knihy povídek.
https://program.lfs.cz/detail/?film=Jana-Be%c5%88ov%c3%a1","Uherské Hradiště, Stan literatury/Nové reality"
New Kids Turbo,29/07/2024,23:59,30/07/2024,1:38,False,"Steffen Haars, Flip Van der Kuil / Nizozemsko 2010 / 84 min. / 15 let / DCP
Jak by asi vypadaly nejlepší scénky od Tří Tygrů či z Párty Hárd v křehkém a civilizovaném podání umělců ze země tulipánů? Skečová skupina New Kids nabízí odpověď a ve svém prvním celovečerním dobrodružství ohledává hranice dobrého vkusu – a následně je s gustem pozvrací. Kut!
https://www.csfd.cz/film/295395-new-kids-turbo/recenze/
https://www.imdb.com/title/tt1648112/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=New-Kids-Turbo","Uherské Hradiště, Sportovní hala"
Muzikantky a mateřství,30/07/2024,10:30,30/07/2024,12:30,False,"120 min.

https://program.lfs.cz/detail/?film=Female-Musicians-and-Motherhood","Uherské Hradiště, Stan literatury/Nové reality"
Radio Wave: DJs Andrea Dare & Brigitte Noir,31/07/2024,22:00,01/08/2024,2:00,False,"240 min.
Andrea Dare & Brigitte Noir jsou v Praze usazené DJky, jejichž hudební začátky se formovaly v kultovním olomouckém Metro Chill Out Clubu několik let zpět. Selekce, která obvykle začíná velice pozvolna, se v průběhu večera pomalu a až hypnoticky promění do rychlejších tanečnějších poloh.
https://program.lfs.cz/detail/?film=Radio-Wave--DJs-Andrea-Dare-%26-Brigitte-Noir","Uherské Hradiště, Stan literatury/Nové reality"
DJs Kjü a Llu (GentleMess),30/07/2024,23:30,31/07/2024,4:30,False,"300 min.

https://program.lfs.cz/detail/?film=DJs-Kj%c3%bc-a-Llu-(GentleMess)","Uherské Hradiště, Klub Mír (bar)"
Jakub Stanjura: Srpny,31/07/2024,17:30,31/07/2024,18:30,False,"60 min.
Kam až jsme schopni kvůli tomu druhému zajít? Daniela vyrůstá v rodině, kde ji místo lidí objímají úzkosti. Ty přicházejí s podivnou pravidelností — každý srpen.
https://program.lfs.cz/detail/?film=Jakub-Stanjura--Augusts","Uherské Hradiště, Stan literatury/Nové reality"
Výběr krátkých slovenských studentských snímků,28/07/2024,12:30,28/07/2024,14:27,False,"Slovensko / 102 min. / HD file
V samostatném bloku slovenských studentských filmů, jehož výběr jde za dramaturgy LFŠ, uvidíte například dokument Otrávená studna o teroristickém útoku na LGBTQ+ bar Tepláreň v Bratislavě na podzim 2022; příběh utajované lásky dvou mladých žen za socialismu Poslední šance; drama Daleko mezi námi o malém chlapci, kterého vychovává gay pár a o něhož po letech projeví zájem jeho biologická matka; dva příběhy krize středního věku s nádechem erotiky – jak ten mužský (Tento zvláštní den), tak ten ženský (Hot Flush); animovaný film o relativnosti hodnot (Na Výchyr) a dokument o netradičním využití virtuální reality (Pohádka o cestě k moři).
https://program.lfs.cz/detail/?film=Selection-of-Short-Slovak-Student-Films","Uherské Hradiště, Kino Mír"
Výběr krátkých slovenských studentských snímků,31/07/2024,15:30,31/07/2024,17:27,False,"Slovensko / 102 min. / HD file
V samostatném bloku slovenských studentských filmů, jehož výběr jde za dramaturgy LFŠ, uvidíte například dokument Otrávená studna o teroristickém útoku na LGBTQ+ bar Tepláreň v Bratislavě na podzim 2022; příběh utajované lásky dvou mladých žen za socialismu Poslední šance; drama Daleko mezi námi o malém chlapci, kterého vychovává gay pár a o něhož po letech projeví zájem jeho biologická matka; dva příběhy krize středního věku s nádechem erotiky – jak ten mužský (Tento zvláštní den), tak ten ženský (Hot Flush); animovaný film o relativnosti hodnot (Na Výchyr) a dokument o netradičním využití virtuální reality (Pohádka o cestě k moři).
https://program.lfs.cz/detail/?film=Selection-of-Short-Slovak-Student-Films","Uherské Hradiště, Kino Mír"
Free Cinema: Letem animovaným světem,27/07/2024,10:00,27/07/2024,12:00,False,"120 min.
Přijďte si vyzkoušet pixilaci, kreslenou animaci a spoustu dalšího. Vhodné pro děti od 3 let.
https://program.lfs.cz/detail/?film=Free-Cinema--Flying-Through-the-World-of-Animation","Uherské Hradiště, Dětský/herní stan"
Šedé včely,26/07/2024,16:45,26/07/2024,18:42,False,"Siri bdžoly / Dmytro Mojsejev / Ukrajina 2024 / 102 min. / DCP
Serhij a Paška žijí na Donbase. Ve vylidněné vísce zůstali jen oni dva. Jeden je Ukrajinec, druhý Rus, znají se celý život a nikdy se moc nemuseli. Teď si ve válkou zplundrované krajině tak trochu zbyli. Adaptace slavného stejnojmenného románu citlivě i s humorem zachycuje paradoxy lidské existence tváří v tvář nesmyslnosti doby.
https://www.csfd.cz/film/1476235-grey-bees/hraji/
https://www.imdb.com/title/tt31065370/
https://program.lfs.cz/detail/?film=Grey-Bees","Uherské Hradiště, Slovácké divadlo"
