Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Půlnoční kovboj,31/07/2024,23:30,01/08/2024,1:39,False,"Midnight Cowboy / John Schlesinger / USA 1969 / 114 min. / 18 let / DCP
Přišel do New Yorku, aby prodával svou mužnost, ale v netečném velkoměstě narazil na brutální realitu. Jeho venkovskou upřímnost všichni považovali za naivitu a místo kariéry vyhledávaného hřebce se dočkal výsměchu. Zblízka poznal život ztracených existencí, ale pak objevil opravdové přátelství tam, kde to nejméně očekával.
https://www.csfd.cz/film/8084-pulnocni-kovboj/recenze/
https://www.imdb.com/title/tt0064665/reference
https://program.lfs.cz/detail/?film=Midnight-Cowboy","Uherské Hradiště, Slovácké divadlo"
Sladký život,28/07/2024,10:30,28/07/2024,13:41,False,"La dolce vita / Federico Fellini / Francie 1960 / 176 min. / 15 let / DCP
Marcello Mastroianni ve své první spolupráci s Federikem Fellinim ztvárnil bulvárního novináře, jenž ve zhýralém Římě nenachází způsob jak změnit svůj život. Mnohovrstevnatá mozaika o skandálech „slavných a bohatých“ je jeden z největších filmů všech dob, o ničem sladkém ale nevypráví.
https://www.csfd.cz/film/2604-sladky-zivot/prehled/
https://www.imdb.com/title/tt0053779/?ref_=tt_mv_close
https://program.lfs.cz/detail/?film=La-Dolce-Vita","Uherské Hradiště, Slovácké divadlo"
Sladký život,31/07/2024,20:30,31/07/2024,23:41,False,"La dolce vita / Federico Fellini / Francie 1960 / 176 min. / 15 let / DCP
Marcello Mastroianni ve své první spolupráci s Federikem Fellinim ztvárnil bulvárního novináře, jenž ve zhýralém Římě nenachází způsob jak změnit svůj život. Mnohovrstevnatá mozaika o skandálech „slavných a bohatých“ je jeden z největších filmů všech dob, o ničem sladkém ale nevypráví.
https://www.csfd.cz/film/2604-sladky-zivot/prehled/
https://www.imdb.com/title/tt0053779/?ref_=tt_mv_close
https://program.lfs.cz/detail/?film=La-Dolce-Vita","Uherské Hradiště, Slovácké divadlo"
"Ještě nejsem, kým chci být",27/07/2024,11:00,27/07/2024,12:45,False,"Klára Tasovská / Česká republika, Slovensko, Rakousko 2024 / 90 min. / DCP
Dokumentární portrét fotografky Libuše Jarcovjákové. Tři tisíce fotografií a záznamy dobových deníků jednak jako strhující individuální osud a jednak jako obecně platné svědectví o věčném lidském hledání a (po)chybování. Kým jsme a kým bychom chtěli být? Jeden z nejlepších českých filmů za poslední léta!
https://program.lfs.cz/detail/?film=I%c2%b4m-not-Everything-I-Want-to-Be","Uherské Hradiště, Orlovna"
"Ještě nejsem, kým chci být",30/07/2024,20:30,30/07/2024,23:00,False,"Klára Tasovská / Česká republika, Slovensko, Rakousko 2024 / 90 min. / DCP
Dokumentární portrét fotografky Libuše Jarcovjákové. Tři tisíce fotografií a záznamy dobových deníků jednak jako strhující individuální osud a jednak jako obecně platné svědectví o věčném lidském hledání a (po)chybování. Kým jsme a kým bychom chtěli být? Jeden z nejlepších českých filmů za poslední léta!
https://program.lfs.cz/detail/?film=I%c2%b4m-not-Everything-I-Want-to-Be","Uherské Hradiště, Klub kultury - Velký sál"
Přišla v noci,03/08/2024,22:00,03/08/2024,23:25,False,"Jan Vejnar, Tomáš Pavlíček / Česká republika 2023 / 85 min. / DCP
Závislost dítěte na matce a posléze matky na dítěti je složitá a občas i hodně nebezpečná věc. Své o tom věděl už Alfred Hitchcock, který tento motiv několikrát zpracoval ve svých filmech. Vejnar s Pavlíčkem na tuto tradici navazují mrazivou komedií o matce, která jedné noci zazvoní u dveří svého syna a jeho přítelkyně a – odmítá odejít.
https://www.csfd.cz/film/1295539-prisla-v-noci/prehled/
https://www.imdb.com/title/tt27988718/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=She-Came-at-Night","Uherské Hradiště, Letní kino Masarykovo náměstí"
Zápisník alkoholičky,28/07/2024,8:15,28/07/2024,10:02,False,"Dan Svátek / Česká republika 2024 / 92 min. / DCP
Ráda se smála a ráda se bavila. A nějaká sklenička k tomu sem tam prostě patřila. Ale když zůstala po porodu doma sama s dítětem, všechno se nějak zhoršilo. Všudypřítomná tchyně, mlčenlivě poddajný tchán, manžel v práci… Všichni jí říkají, že má problém, ale ona si myslí, že jí jen chtějí ublížit.
https://program.lfs.cz/detail/?film=Her-Boozy-Diary","Uherské Hradiště, Slovácké divadlo"
Zápisník alkoholičky,31/07/2024,13:30,31/07/2024,16:02,False,"Dan Svátek / Česká republika 2024 / 92 min. / DCP
Ráda se smála a ráda se bavila. A nějaká sklenička k tomu sem tam prostě patřila. Ale když zůstala po porodu doma sama s dítětem, všechno se nějak zhoršilo. Všudypřítomná tchyně, mlčenlivě poddajný tchán, manžel v práci… Všichni jí říkají, že má problém, ale ona si myslí, že jí jen chtějí ublížit.
https://program.lfs.cz/detail/?film=Her-Boozy-Diary","Uherské Hradiště, Klub kultury - Velký sál"
Stovky bobrů,28/07/2024,21:30,29/07/2024,0:18,False,"Hundreds of Beavers / Mike Cheslik / USA 2022 / 108 min. / DCP
Zálesák, ten těžký život má. Není vůbec hračka nalevelovat se v divočině na úroveň, kdy přestane od živlů i zvířeny dostávat na frak. Indie DIY kult letošního roku je nakažlivě originální groteska pro nové milénium, jejíž nonstop vír kreativních nápadů a zběsilého humoru vám vyrve bránici z těla.
https://www.csfd.cz/film/1240536-stovky-bobru/recenze/
https://www.imdb.com/title/tt12818328/reference
https://program.lfs.cz/detail/?film=Hundreds-of-Beavers","Uherské Hradiště, Park Rochus - Amfiteátr"
Debata nad knižním rozhovorem se Zuzanou Čaputovou,29/07/2024,18:00,29/07/2024,19:30,False,"90 min.
Jak vznikal knižní rozhovor se slovenskou prezidentkou Zuzanou Čaputovou? V červnu vyšla kniha Neztratit se sama sobě, šéfredaktor týdeníku Respekt vedl dva roky rozmluvu se slovenskou prezidentkou o tom, jaké to je být v tak vysoké funkci, co člověk zažívá mimo kamery. Kniha přináší nečekaně otevřenou zpověď a Erik Tabery bude v debatě vyprávět, jak to celé probíhalo.
https://program.lfs.cz/detail/?film=A-Discussion-On-A-Book-Interview-With-Zuzana-%c4%8caputov%c3%a1","Uherské Hradiště, Respekt stan"
Ukrajina tři roky poté,31/07/2024,10:00,31/07/2024,11:30,False,"90 min.
Jak ve válčící zemi žije umění?
https://program.lfs.cz/detail/?film=Ukraine--Three-Years-After","Uherské Hradiště, Respekt stan"
"Město, prostor, interakce vol. II",28/07/2024,18:00,28/07/2024,19:30,False,"90 min.
Diskusní panel letos znovu otevře téma kvality veřejného prostoru, jeho tvorby, městského plánování, kultivace ve velkém i malém měřítku, a především nutnosti spolupráce všech zainteresovaných – architektů, úředníků, místních politiků, developerů i širší laické veřejnosti. Takže i vás! Hosté: Jakub Kynčl (knesl kynčl architekti), Pavel Řihák (MAPPA, Městský ateliér prostorového plánování a architektury, Ostrava), Viktor Žák (ov architekti), Radek Kolařík (ateliér RKAW). Moderují: Dan Merta (ARCHITECTURA), Richard Vodička (Pole designu).
https://program.lfs.cz/detail/?film=City%2c-Space%2c-Interaction-vol-II","Uherské Hradiště, LFŠ stan"
Na konci světa,26/07/2024,15:30,26/07/2024,17:30,False,"God´s Own Country / Francis Lee / Velká Británie 2017 / 105 min. / 15 let / HD file
Zkrocená hora z Yorkshiru? Debut bývalého herce a farmářského synka Francise Leeho, jenž nadchl na festivalech Sundance a Berlinale, svébytně dojímá jako skvěle zahraná, větrem ošlehaná romance naštvaného kluka z ovčí farmy, který se až s příchodem pohledného cizince odváží někoho milovat.
https://www.csfd.cz/film/478427-na-konci-sveta/recenze/
https://www.imdb.com/title/tt5635086/reference
https://program.lfs.cz/detail/?film=God%c2%b4s-Own-Country","Uherské Hradiště, Kino Mír"
Na konci světa,28/07/2024,15:30,28/07/2024,17:30,False,"God´s Own Country / Francis Lee / Velká Británie 2017 / 105 min. / 15 let / HD file
Zkrocená hora z Yorkshiru? Debut bývalého herce a farmářského synka Francise Leeho, jenž nadchl na festivalech Sundance a Berlinale, svébytně dojímá jako skvěle zahraná, větrem ošlehaná romance naštvaného kluka z ovčí farmy, který se až s příchodem pohledného cizince odváží někoho milovat.
https://www.csfd.cz/film/478427-na-konci-sveta/recenze/
https://www.imdb.com/title/tt5635086/reference
https://program.lfs.cz/detail/?film=God%c2%b4s-Own-Country","Uherské Hradiště, Kino Mír"
Lekce filmu podle Arnauda Desplechina,28/07/2024,17:30,28/07/2024,19:00,False,"90 min.
Arnaud Desplechin je jedním z nejvýraznějších evropských auteurů s mimořádně kompaktní filmografií protkanou sítí motivů, jednotným stylem a neznatelnou ironií. Mistr křehkých psychologických dramat je se svými filmy rezidentem soutěže na MFF v Cannes a také je držitelem Césara za nejlepší režii (Tři vzpomínky). Během lekce filmu se bude zevrubně analyzovat celá Desplechinova dosavadní kariéra.
https://program.lfs.cz/detail/?film=Masterclass-with-Arnaud-Desplechin","Uherské Hradiště, Klub kultury - Malý sál"
Vánoční příběh,29/07/2024,10:30,29/07/2024,14:03,False,"Un conte de Noël / Arnaud Desplechin / Francie 2008 / 153 min. / 35mm
Roztříštěná rodina se během vánočních svátků musí znovu spojit, aby nalezla vhodného dárce kostní dřeně pro nemocnou matku. To, co by se z popisu mohlo jevit jako psychologické drama, je však zároveň vánoční komedie, v níž se skrze fragmentární naraci pokoušíme dát dohromady svérázné členy rodiny a opravit to, co bylo kdysi dávno rozbito.
https://www.csfd.cz/film/242111-vanocni-pribeh/recenze/
https://www.imdb.com/title/tt0993789/reference
https://program.lfs.cz/detail/?film=A-Christmas-Tale","Uherské Hradiště, Kino Hvězda"
Výtvarný workshop k filmu Nina a ježkovo tajemství,31/07/2024,17:00,31/07/2024,17:30,False,"30 min.
Máte rádi ježky? Přijďte si k nám vyrobit do dětského stanu malého, bodlinatého kamaráda podle vaší fantazie. Výtvarný workshop je určen pouze divákům filmu Nina a ježkovo tajemství.
https://program.lfs.cz/detail/?film=Creative-Workshop-to-Nina-and-the-Hedgehog%e2%80%99s-Secret","Uherské Hradiště, Dětský/herní stan"
Nikdo se nebude smát,31/07/2024,12:00,31/07/2024,13:47,False,"Hynek Bočan / ČSSR 1965 / 92 min. / HD file
Sžíravá komedie o střetu nezodpovědného intelektuála s přízemní společností patřila mezi oblíbené filmy Jana Kačera, který se při ztvárnění do sebe zahleděného kunsthistorika inspiroval autorem předlohy Milanem Kunderou. Suverénní debut Hynka Bočana a první a nejlepší z kunderovských filmových adaptací.
https://www.csfd.cz/film/811-nikdo-se-nebude-smat/recenze/
https://www.imdb.com/title/tt0123192/reference
https://program.lfs.cz/detail/?film=Nobody-Gets-the-Last-Laugh","Uherské Hradiště, Reduta - Velký sál"
Bílý šejk (kinolektorát),26/07/2024,22:00,26/07/2024,23:00,False,"Lo sceicco bianco / 60 min.
První samostatný film Federica Felliniho z roku 1954, který ironicky nahlíží fenomén fotorománů, přiblíží v kinolektorátu dramaturg sekce Valerio Coladonato.
https://www.csfd.cz/film/2614-bily-sejk/prehled/
https://www.imdb.com/title/tt0044000/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=The-White-Sheik-(cinema-lecture)","Uherské Hradiště, Reduta - Velký sál"
Film a datová žurnalistika,29/07/2024,17:00,29/07/2024,18:00,False,"60 min.
Matky, policisté a ženy s melounem aneb Český film v datové analýze. Kdy z českých filmů zmizeli milenci a kdy vrazi? Kdo byl nejstarší pohádkový princ? A jaká hudba by hrála v průměrném českém bijáku? Velkou analýzou 125 let tuzemské kinematografie od datového novináře zpravodajského webu iROZHLAS.cz Michala Kašpárka provede filmová publicistka Kristina Roháčková a její hosté.
https://program.lfs.cz/detail/?film=Film-and-Data-Journalism","Uherské Hradiště, Stan ČRo"
"DJs Ghándí, Redcliff a Spord (Spiritual Sound System)",27/07/2024,23:30,28/07/2024,4:30,False,"300 min.

https://program.lfs.cz/detail/?film=DJs-Gh%c3%a1nd%c3%ad%2c-Redcliff-a-Spord-(Spiritual-Sound-System)","Uherské Hradiště, Klub Mír (bar)"
Tereza Bínová / Radek Štěpánek,29/07/2024,18:15,29/07/2024,19:15,False,"60 min.
Dva výrazné hlasy současné české poezie.
https://program.lfs.cz/detail/?film=Tereza-B%c3%adnov%c3%a1-%2f-Radek-%c5%a0t%c4%9bp%c3%a1nek","Uherské Hradiště, Stan literatury/Nové reality"
Dobrozóna: Be Charity,28/07/2024,13:30,28/07/2024,15:00,False,"90 min.

https://program.lfs.cz/detail/?film=Goodness-Zone--Be-Charity","Uherské Hradiště, Stan literatury/Nové reality"
Cesta do pravěku,26/07/2024,21:30,26/07/2024,23:17,False,"Karel Zeman / Československo 1955 / 93 min. / HD file
Čtyři kluci proplují jeskyní a vydají se proti proudu času planety Země. Zažijí tak největší dobrodružství svých životů, společně s mamuty, zdechlinou stegosaura či trilobity. Slavný rodinný snímek Karla Zemana kombinující hranou, animovanou a loutkovou akci je triumfem technologie i vynalézavosti.
https://www.csfd.cz/film/10103-cesta-do-praveku/prehled/
https://www.imdb.com/title/tt0047930/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Journey-to-the-Beginning-of-Time","Uherské Hradiště, Letní kino Smetanovy sady"
Studio N live: Hodnota braku,27/07/2024,16:00,27/07/2024,17:30,False,"90 min.
Studio N jede na festival dobrých filmů, mluvit bude ale o těch špatných. Filmová kritička Kristýna Roháčková a kritik Kamil Fila v živém natáčení podcastu rozeberou, co o nás říkají naše nejhorší filmy, proč bychom neměli zatracovat braky a co už je filmové elitářství. Je Zdeněk Troška v naší partě? Není ta naše parta trošku povýšená? A jak se vůbec pozná špatný film? Filip Titlbach a Vítek Svoboda se zeptají ve Studiu N live na Letní filmové škole.
https://program.lfs.cz/detail/?film=Studio-N-live--The-Value-of-Trash-Movies","Uherské Hradiště, LFŠ stan"
Andrea Sedláčková: Toyen,29/07/2024,19:30,29/07/2024,20:30,False,"60 min.
Kdo byla první dáma surrealismu? Dítě bez rodiny, nemilovaná žena, chudobná umělkyně.
https://program.lfs.cz/detail/?film=Andrea-Sedl%c3%a1%c4%8dkov%c3%a1--Toyen","Uherské Hradiště, Stan literatury/Nové reality"
Ventolin + Dukla,29/07/2024,19:30,29/07/2024,22:00,False,"150 min.

https://program.lfs.cz/detail/?film=Ventolin-%2b-Dukla","Uherské Hradiště, Kolejní nádvoří"
Návrat ztraceného syna,30/07/2024,10:30,30/07/2024,12:24,False,"Evald Schorm / ČSSR 1966 / 99 min. / HD file
V existenciálním dramatu Evalda Schorma vyjadřuje Jan Kačer, podobně jako v Schormově debutu Každý den odvahu, nespokojenost s morální šedí většinové společnosti, které ke štěstí stačí stálá práce a tvarohové buchty. Tentokrát v roli nešťastného architekta, jenž v Bohnicích přemýšlí jak (proč a jestli) žít.
https://www.csfd.cz/film/8154-navrat-ztraceneho-syna/recenze/
https://www.imdb.com/title/tt0060770/reference
https://program.lfs.cz/detail/?film=The-Return-of-the-Prodigal-Son","Uherské Hradiště, Reduta - Velký sál"
Ikarie XB 1,26/07/2024,17:15,26/07/2024,18:53,False,"Jindřich Polák / ČSSR 1963 / 83 min. / HD file
Digitálně restaurovaná verze kultovní sci-fi Jindřicha Poláka. Filozoficky laděný snímek, který byl na dlouhá léta jediným vážně míněným českým zástupcem žánru vědecko-technických snímků s novátorským soundtrackem, který dodnes fascinuje nové generace diváků a posluchačů.
https://www.csfd.cz/film/7390-ikarie-xb-1/prehled/
https://www.imdb.com/title/tt0122111/?ref_=nv_sr_srsg_0_tt_3_nm_5_q_ikarie%2520
https://program.lfs.cz/detail/?film=Ikarie-XB-1","Uherské Hradiště, Reduta - Velký sál"
Ikarie XB 1,31/07/2024,9:30,31/07/2024,11:08,False,"Jindřich Polák / ČSSR 1963 / 83 min. / HD file
Digitálně restaurovaná verze kultovní sci-fi Jindřicha Poláka. Filozoficky laděný snímek, který byl na dlouhá léta jediným vážně míněným českým zástupcem žánru vědecko-technických snímků s novátorským soundtrackem, který dodnes fascinuje nové generace diváků a posluchačů.
https://www.csfd.cz/film/7390-ikarie-xb-1/prehled/
https://www.imdb.com/title/tt0122111/?ref_=nv_sr_srsg_0_tt_3_nm_5_q_ikarie%2520
https://program.lfs.cz/detail/?film=Ikarie-XB-1","Uherské Hradiště, Reduta - Velký sál"
Iva Hejlíčková uvádí,01/08/2024,13:30,01/08/2024,15:30,False,"120 min.
Letní filmová škola letos neskončí ve středu večer – ve čtvrtek se totiž uvidíme hned ve čtyřech sálech! V hlavní katedrále LFŠ, kině Hvězda, pro vás pak budou tradičně připraveny tři speciální projekce – svatá trojice festivalu ve složení Radana Korená (ředitelka festivalu), Iva Hejlíčková (programová ředitelka) a Jan Jílek (programový ředitel) vybere své srdcovky, které vám osobně představí. V dokonale uvolněné atmosféře půjde o jediné – naposledy se ponořit do oranžového plyše sedaček kina a společně rozpouštět smutek z právě skončeného festivalu. Neformálně pojaté projekce budou osobním vyznáním tváří festivalu i dekompresní komorou pro vás všechny, kterým z post-LFŠ pátku 2. 8. již teď není volno…
https://program.lfs.cz/detail/?film=Iva-Hejl%c3%ad%c4%8dkov%c3%a1-Presents","Uherské Hradiště, Kino Hvězda"
Radana Korená uvádí,01/08/2024,11:30,01/08/2024,13:30,False,"120 min.
Letní filmová škola letos neskončí ve středu večer – ve čtvrtek se totiž uvidíme hned ve čtyřech sálech! V hlavní katedrále LFŠ, kině Hvězda, pro vás pak budou tradičně připraveny tři speciální projekce – svatá trojice festivalu ve složení Radana Korená (ředitelka festivalu), Iva Hejlíčková (programová ředitelka) a Jan Jílek (programový ředitel) vybere své srdcovky, které vám osobně představí. V dokonale uvolněné atmosféře půjde o jediné – naposledy se ponořit do oranžového plyše sedaček kina a společně rozpouštět smutek z právě skončeného festivalu. Neformálně pojaté projekce budou osobním vyznáním tváří festivalu i dekompresní komorou pro vás všechny, kterým z post-LFŠ pátku 2. 8. již teď není volno…
https://program.lfs.cz/detail/?film=Radana-Koren%c3%a1-Presents","Uherské Hradiště, Kino Hvězda"
Vladimír Birgus: Černobílý svět (Fotografie ze 70. - 90. let),26/07/2024,17:00,26/07/2024,17:30,False,"30 min.
Uznávaný fotograf se vrací k černobílým fotografiím ze 70.–90. let, z nichž mnohé donedávna nebyly publikovány a zůstávaly jen v negativech.
https://program.lfs.cz/detail/?film=Vladim%c3%adr-Birgus--The-Black-and-White-World-(Photos-from-1970%e2%80%931990)","Uherské Hradiště, Slovácké muzeum"
Podcast Odpustit?,29/07/2024,14:00,29/07/2024,15:00,False,"60 min.
Jak žít s těžkými věcmi, které nejde změnit? A proč je tak těžké odpouštět těm, které milujeme nejvíc? Odpovědi hledá podcastová série Ridiny Ahmedové s názvem Odpustit? (mujRozhlas, Český rozhlas Plus). Přijďte si poslechnout, jak vznikal dokumentární podcast o křivdách a smíření. O tom, jak v podcastovém prostředí pracují s náročnými tématy, budou mluvit autorka Ridina Ahmedová a dramaturgyně a kreativní producentka Veronika Ruppert. Tvůrčí dvojice, která stojí za úspěšnou podcastovou sérií o body shamingu Sádlo (Radio Wave).
https://program.lfs.cz/detail/?film=The-Forgive%3f-Podcast","Uherské Hradiště, Stan ČRo"
Ginger a Fred,30/07/2024,21:30,30/07/2024,23:50,False,"Ginger e Fred / Federico Fellini / Itálie, Francie, NSR 1985 / 125 min. / 15 let / DCP
Dva zestárlí kabaretiéři, kteří se kdysi proslavili imitováním americké taneční dvojice Ginger Rogersové a Freda Astaira, se po třiceti letech znovu setkávají v pokleslé vánoční show. V satiře z televizního prostředí si společně poprvé zahráli Giulietta Masinová a Marcello Mastroianni.
https://www.csfd.cz/film/2606-ginger-a-fred/prehled/
https://www.imdb.com/title/tt0091113/?ref_=fn_al_tt_2
https://program.lfs.cz/detail/?film=Ginger-%26-Fred","Uherské Hradiště, Kino Hvězda"
Horňácká muzika Petra Mičky,29/07/2024,19:00,30/07/2024,0:00,False,"300 min.
Horňácká muzika Petra Mičky (HMPM) je uznávanou kapelou nejen z hlediska tradičního folklorního pojetí, ale také svým přístupem k nejrůznějším formám hudebního crossoveru.
https://program.lfs.cz/detail/?film=Petr-Mi%c4%8dka%e2%80%99s-Dulcimer-Band","Uherské Hradiště, Cimbál stage"
Sbormistr,28/07/2024,16:00,28/07/2024,17:00,False,"60 min.
Beseda o celovečerním filmu, který vypráví o talentované Karolíně, jejíž dospívání osudově poznamenalo účinkování ve slavném pěveckém souboru. Příběh konkurenčního vztahu nadané teenagerky k její sestře a k ostatním členkám sboru i jejího vztahu k přitažlivému, ale manipulativnímu sbormistrovi, je do velké míry definovaný hudbou a zkoumá téma sexuálního zneužívání i otázku společenských norem na pozadí 90. let.
https://program.lfs.cz/detail/?film=The-Choirmaster","Uherské Hradiště, Stan ČT"
Hudba: Zdeněk Liška,27/07/2024,15:00,27/07/2024,16:30,False,"90 min.
Zdeněk Liška byl pro moderní československou filmovou hudbu velkým zakladatelem i experimentujícím inovátorem. Jeho jméno se pojí s úžasnými momenty kinematografie (Spalovač mrtvol, Marketa Lazarová, Ikarie XB-1, krátké filmy Jana Švankmajera a stovky dalších titulů), jeho životní styl dodnes vzbuzuje úžas. Hudbu a osobnost Zdeňka Lišky přibližuje Pavel Klusák, včetně defilé ukázek, které se nevešly do dokumentu Hudba Zdeněk Liška.
https://program.lfs.cz/detail/?film=Spoken-Word-with-Film-Excerpts","Uherské Hradiště, Klub kultury - Malý sál"
"Workshop: Světlo, stín a akce!",27/07/2024,14:00,27/07/2024,17:00,False,"180 min.

https://program.lfs.cz/detail/?film=Workshop--Light%2c-Shadow-and-Action!","Uherské Hradiště, HUB 123"
Ashkal: Vyšetřování v Tunisu,27/07/2024,23:00,28/07/2024,0:47,False,"Ashkal / Youssef Chebbi / Francie, Tunisko 2022 / 92 min. / 15 let / DCP
Kartaginské zahrady jsou čtvrtí budovanou pro potřeby pohlavárů někdejšího diktátorského režimu. Po revolučních událostech v roce 2011 se jejich výstavba přerušila. Až dodnes. Čtvrť znovu ožívá. Zdá se však, že měla dále spát. V prostorách stavby je totiž nalezena ohořelá mrtvola a tým dvou detektivů se ocitá v centru mysteriózního případu.
https://www.csfd.cz/film/1184607-ashkal-vysetrovani-v-tunisu/recenze/
https://www.imdb.com/title/tt19783912/reference
https://program.lfs.cz/detail/?film=Ashkal--The-Tunisian-Investigation","Uherské Hradiště, Kino Hvězda"
Ashkal: Vyšetřování v Tunisu,30/07/2024,22:30,31/07/2024,0:17,False,"Ashkal / Youssef Chebbi / Francie, Tunisko 2022 / 92 min. / 15 let / DCP
Kartaginské zahrady jsou čtvrtí budovanou pro potřeby pohlavárů někdejšího diktátorského režimu. Po revolučních událostech v roce 2011 se jejich výstavba přerušila. Až dodnes. Čtvrť znovu ožívá. Zdá se však, že měla dále spát. V prostorách stavby je totiž nalezena ohořelá mrtvola a tým dvou detektivů se ocitá v centru mysteriózního případu.
https://www.csfd.cz/film/1184607-ashkal-vysetrovani-v-tunisu/recenze/
https://www.imdb.com/title/tt19783912/reference
https://program.lfs.cz/detail/?film=Ashkal--The-Tunisian-Investigation","Uherské Hradiště, Slovácké divadlo"
Jakub Fránek: Tropické noci,26/07/2024,17:30,26/07/2024,18:30,False,"60 min.
Psychologický thriller z malé moravské vesnice? Jakub Fránek vystavěl brilantní román, ve kterém dokáže čtenáře udržovat po celou dobu v napětí.
https://program.lfs.cz/detail/?film=Jakub-Fr%c3%a1nek--Tropical-Nights","Uherské Hradiště, Stan literatury/Nové reality"
CinEd uvádí: Pásmo krátkých chorvatských filmů pro teenagery,31/07/2024,10:00,31/07/2024,12:00,False,"120 min.
Dva krátkometrážní filmy autorů mladší generace, jejichž hlavními hrdiny jsou teenageři. Pro děti a mládež od 15 let, kapacita je omezená.
https://program.lfs.cz/detail/?film=CinEd-Presents--A-Series-of-Short-Chroatian-Films-for-Teenagers","Uherské Hradiště, Dětský/herní stan"
Podcast Lit,30/07/2024,19:00,30/07/2024,20:00,False,"60 min.
„Ale knížka byla daleko lepší…“ Jsi tenhle člověk, když jdeš z kina? Máme vůbec filmy a knihy srovnávat? Nemáme prostě na filmy koukat a knížky číst? Přijď to probrat s Janem Dlouhým a Evou Soukeníkovou na živém natáčení literárního podcastu Lit Radia Wave.
https://program.lfs.cz/detail/?film=The-Lit-Podcast","Uherské Hradiště, Stan ČRo"
Osm a půl,28/07/2024,17:00,28/07/2024,19:34,False,"8½ / Federico Fellini / Francie, Itálie 1963 / 139 min. / 15 let / DCP
Příběh filmového režiséra, který se pokouší vymanit z umělecké i osobní krize, se odvíjí ve dvou paralelních rovinách, v nichž se skutečnost mísí s fantaskními vizemi. Za extravagantní sebeanalytickou meditaci o neschopnosti tvořit i milovat Federico Fellini získal třetího Oscara.
https://www.csfd.cz/film/2596-osm-a-pul/prehled/
https://www.imdb.com/title/tt0056801/?ref_=nm_flmg_t_19_dr
https://program.lfs.cz/detail/?film=8%c2%bd","Uherské Hradiště, Sportovní hala"
Jen o rodinných záležitostech,29/07/2024,21:30,29/07/2024,23:39,False,"Jiří Svoboda / ČSFR 1990 / 114 min. / DCP
Politické drama Jiřího Svobody Jen o rodinných záležitostech sugestivně ukazuje brutalitu vykonstruovaných politických procesů v 50. letech 20. století. Komunistický aparát představuje jako strojově fungující mechanismus, který spolehlivě rozloží i sebesilnější individualitu.
https://www.csfd.cz/film/8826-jen-o-rodinnych-zalezitostech/recenze/
https://www.imdb.com/title/tt0099876/reference
https://program.lfs.cz/detail/?film=Family-Matters","Uherské Hradiště, Věznice Uherské Hradiště"
Horňácká cimbálová muzika Kubíci,30/07/2024,19:00,31/07/2024,0:00,False,"300 min.

https://program.lfs.cz/detail/?film=Kub%c3%adci-Dulcimer-Band","Uherské Hradiště, Cimbál stage"
Pan Prokouk vynálezcem,27/07/2024,23:30,27/07/2024,23:40,False,"Karel Zeman / Československo 1949 / 10 min. / HD file
Lepší než pokusy o perpetuum mobile je zlepšovací návrh, který zvýší výkon! I kdyby se vám nakrásně v noci zdálo, jak ulevit svým bolestem zad ztrápených prací s vrtačkou, nepodlehněte mámení slávy a bohatství. Vrtejta dál a přijdete snadno na to, jak pracovat s radostí a bezbolestně!
https://www.csfd.cz/film/10116-pan-prokouk-vynalezcem/recenze/
https://www.imdb.com/title/tt0177085/reference
https://program.lfs.cz/detail/?film=Mr-Prokouk%2c-The-Inventor","Uherské Hradiště, Letní kino Smetanovy sady"
Amarcord,27/07/2024,8:00,27/07/2024,10:19,False,"Federico Fellini / Itálie, Francie 1973 / 124 min. / 15 let / Blu-ray
Federico Fellini v albu vzpomínek na své dospívání v Rimini promíchal realitu s fantazií a sny. V Oscarem oceněné mozaice o „historii jedné generace, jednoho města, jedné provincie, jednoho národa“ vystupuje defilé pitoreskních postav, které režisér dobře znal, nebo si je dobře vymyslel.
https://www.csfd.cz/film/2597-amarcord/prehled/
https://www.imdb.com/title/tt0071129/
https://program.lfs.cz/detail/?film=Amarcord","Uherské Hradiště, Kino Hvězda"
Amarcord,29/07/2024,16:30,29/07/2024,18:49,False,"Federico Fellini / Itálie, Francie 1973 / 124 min. / 15 let / Blu-ray
Federico Fellini v albu vzpomínek na své dospívání v Rimini promíchal realitu s fantazií a sny. V Oscarem oceněné mozaice o „historii jedné generace, jednoho města, jedné provincie, jednoho národa“ vystupuje defilé pitoreskních postav, které režisér dobře znal, nebo si je dobře vymyslel.
https://www.csfd.cz/film/2597-amarcord/prehled/
https://www.imdb.com/title/tt0071129/
https://program.lfs.cz/detail/?film=Amarcord","Uherské Hradiště, Sportovní hala"
