Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
A pátý jezdec je Strach,8/1/2018,11:30,8/1/2018,13:17,False,"Zbyněk Brynych / Československo 1964 / 97 min. / 35mm
https://www.csfd.cz/film/1012-a-paty-jezdec-je-strach/prehled/
https://www.imdb.com/title/tt0123368/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=And-the-Fifth-Rider-Is-Fear","Uherské Hradiště, Reduta 1"
Další rok,8/3/2018,14:30,8/3/2018,17:24,False,"Mike Leigh / Velká Británie 2010 / 129 min. / DCP
https://www.csfd.cz/film/278477-dalsi-rok/prehled/
https://www.imdb.com/title/tt1431181/?ref_=nm_flmg_dr_4
https://program.lfs.cz/detail/?film=Another-Year","Uherské Hradiště, Sportovní hala"
Archa světel a stínů,7/28/2018,11:30,7/28/2018,13:45,False,"Jan Svatoš / Česká republika 2018 / 90 min. / HD file
https://www.csfd.cz/film/390220-archa-svetel-a-stinu/prehled/
https://www.imdb.com/title/tt7422034/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Ark-of-Lights-and-Shadows","Uherské Hradiště, Kino Mír"
Archa světel a stínů,7/30/2018,23:30,7/31/2018,1:10,False,"Jan Svatoš / Česká republika 2018 / 90 min. / HD file
https://www.csfd.cz/film/390220-archa-svetel-a-stinu/prehled/
https://www.imdb.com/title/tt7422034/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Ark-of-Lights-and-Shadows","Uherské Hradiště, Reduta 1"
Výtvarný workshop - Origami ptáci (hýbací i létací),8/3/2018,14:00,8/3/2018,15:00,False,"60 min.
https://program.lfs.cz/detail/?film=Art-Workshop-%e2%80%93-Flying-ORIGAMI-Birds","Uherské Hradiště, Dětský/herní stan"
Výtvarný workshop Stopy v džungli,8/1/2018,15:45,8/1/2018,16:45,False,"60 min.
https://program.lfs.cz/detail/?film=Art-Workshop-%e2%80%93-Footprints-in-the-Jungle","Uherské Hradiště, Dětský/herní stan"
Čas opilých koní,7/27/2018,17:00,7/27/2018,19:05,False,"Bahman Ghobadi / Írán 2000 / 80 min.
https://www.csfd.cz/film/118922-cas-opilych-koni/prehled/
https://www.imdb.com/title/tt0259072/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=A-Time-for-Drunken-Horses","Uherské Hradiště, Kino Hvězda"
Útok na věžák,8/3/2018,23:59,8/4/2018,1:40,False,"Joe Cornish / Velká Británie 2011 / 88 min. / 15 let / Blu-ray
https://www.csfd.cz/film/293308-utok-na-vezak/prehled/
https://www.imdb.com/title/tt1478964/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Attack-the-Block","Uherské Hradiště, Sportovní hala"
Attenberg,7/30/2018,23:30,7/31/2018,1:17,False,"Athina Rachel Tsangari / Řecko 2010 / 97 min. / 15 let / 35mm
https://www.csfd.cz/film/285658-attenberg/prehled/
https://www.imdb.com/title/tt1691323/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Attenberg","Uherské Hradiště, Kino Hvězda"
Polární záře,7/29/2018,11:00,7/29/2018,12:54,False,"Márta Mészáros / Maďarsko 2017 / 104 min. / 15 let / DCP
https://www.csfd.cz/film/524878-aurora-borealis-eszaki-feny/galerie/?type=1
https://www.imdb.com/title/tt5027162/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Aurora-Borealis","Uherské Hradiště, Slovácké divadlo"
Polární záře,8/4/2018,8:30,8/4/2018,10:24,False,"Márta Mészáros / Maďarsko 2017 / 104 min. / 15 let / DCP
https://www.csfd.cz/film/524878-aurora-borealis-eszaki-feny/galerie/?type=1
https://www.imdb.com/title/tt5027162/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Aurora-Borealis","Uherské Hradiště, Slovácké divadlo"
Autorevue,7/31/2018,20:00,7/31/2018,21:15,False,"Pavel Hobl / Československo 1966 / 28 min.
https://program.lfs.cz/detail/?film=Autorevue","Uherské Hradiště, Stan ČT"
Podzimní sonáta,7/28/2018,9:00,7/28/2018,10:49,False,"Ingmar Bergman / Švédsko, NSR 1978 / 99 min. / Blu-ray
https://www.csfd.cz/film/701-podzimni-sonata/prehled/
https://www.imdb.com/title/tt0077711/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Autumn-Sonata","Uherské Hradiště, Reduta 1"
Podzimní sonáta,8/3/2018,11:30,8/3/2018,13:19,False,"Ingmar Bergman / Švédsko, NSR 1978 / 99 min. / Blu-ray
https://www.csfd.cz/film/701-podzimni-sonata/prehled/
https://www.imdb.com/title/tt0077711/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Autumn-Sonata","Uherské Hradiště, Reduta 1"
Strella,7/28/2018,17:30,7/28/2018,19:31,False,"Panos Koutras / Řecko 2009 / 111 min. / 35mm
https://www.csfd.cz/film/298527-strella/prehled/
https://www.imdb.com/title/tt1332125/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=A-Woman%27s-Way","Uherské Hradiště, Reduta 1"
Strella,8/1/2018,9:00,8/1/2018,11:01,False,"Panos Koutras / Řecko 2009 / 111 min. / 35mm
https://www.csfd.cz/film/298527-strella/prehled/
https://www.imdb.com/title/tt1332125/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=A-Woman%27s-Way","Uherské Hradiště, Reduta 1"
Backstage,8/1/2018,22:00,8/1/2018,23:30,False,"Andrea Sedláčková / Česká republika, Slovensko 2018 / 90 min. / DCP
https://www.csfd.cz/film/549805-backstage/prehled/
https://www.imdb.com/title/tt7460870/?ref_=nv_sr_5
https://program.lfs.cz/detail/?film=Backstage","Uherské Hradiště, innogy letní kino Masarykovo nám."
Banana split a jeho moralisté,7/28/2018,22:00,7/28/2018,23:00,False,"60 min.
https://program.lfs.cz/detail/?film=Banana-Split-and-The-Moralists","Uherské Hradiště, Divadelní/literární stan"
Barbora Poláková,8/4/2018,20:00,8/4/2018,22:00,False,"120 min.
https://program.lfs.cz/detail/?film=Barbora-Pol%c3%a1kov%c3%a1","Uherské Hradiště, innogy letní kino Masarykovo nám."
Po strništi bos,8/3/2018,22:00,8/3/2018,23:51,False,"Jan Svěrák / Česká republika, Dánsko, Slovensko 2017 / 111 min. / DCP
https://program.lfs.cz/detail/?film=Barefoot","Uherské Hradiště, innogy letní kino Masarykovo nám."
Po strništi bos (černobílá verze),8/4/2018,17:30,8/4/2018,20:05,False,"Jan Svěrák / Česká republika, Dánsko, Slovensko 2017 / 110 min. / DCP
https://www.csfd.cz/film/416839-po-strnisti-bos/prehled/
http://www.imdb.com/title/tt5785056/combined
https://program.lfs.cz/detail/?film=Barefoot-(black-and-white-version)","Uherské Hradiště, Klub kultury 1"
Bassta Fidli Crew,8/3/2018,22:00,8/4/2018,0:00,False,"120 min.
https://program.lfs.cz/detail/?film=Bassta-Fidli-Crew","Uherské Hradiště, Klub Mír"
Batalives.,8/1/2018,21:00,8/1/2018,23:00,False,"Karolína Zalabáková, Petr Babinec / Česká republika 2017 / 75 min.
https://www.csfd.cz/film/485978-batalives-batovske-zivoty/prehled/
https://www.imdb.com/title/tt7431044/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Batalives","Uherské Hradiště, Stan ČT"
Chata na prodej,7/30/2018,21:00,7/30/2018,23:02,False,"Tomáš Pavlíček / Česká republika 2018 / 77 min. / DCP
https://program.lfs.cz/detail/?film=Bear-with-Us","Uherské Hradiště, Klub kultury 1"
Buď VJ: Videomapping a živá animace v prostoru,8/2/2018,13:30,8/2/2018,15:00,False,"90 min.
https://program.lfs.cz/detail/?film=Be-a-VJ--Videomapping-and-Live-Animation-in-Free-Space","Uherské Hradiště, Reduta 3"
Bergman 100,7/29/2018,17:00,7/29/2018,17:30,False,"30 min.
https://program.lfs.cz/detail/?film=Bergman-100","Uherské Hradiště, Slovácké muzeum"
Bergman a film,7/31/2018,17:30,7/31/2018,18:38,False,"Marie Nyrerödová / Švédsko, Dánsko, Norsko 2004 / 58 min. / HD file
https://www.imdb.com/title/tt0469772/?ref_=nm_knf_t1
https://program.lfs.cz/detail/?film=Bergman-and-the-Cinema","Uherské Hradiště, Reduta 1"
Bergman a film,8/4/2018,21:00,8/4/2018,23:08,False,"Marie Nyrerödová / Švédsko, Dánsko, Norsko 2004 / 58 min. / HD file
https://www.imdb.com/title/tt0469772/?ref_=nm_knf_t1
https://program.lfs.cz/detail/?film=Bergman-and-the-Cinema","Uherské Hradiště, Reduta 1"
Bergman a divadlo,7/31/2018,17:30,7/31/2018,18:40,False,"Marie Nyrerödová / Švédsko, Dánsko, Norsko, Finsko 2004 / 60 min. / HD file
https://www.imdb.com/title/tt0469772/?ref_=nm_knf_t1
https://program.lfs.cz/detail/?film=Bergman-and-the-Theatre","Uherské Hradiště, Reduta 1"
Bergman a divadlo,8/4/2018,21:00,8/4/2018,23:08,False,"Marie Nyrerödová / Švédsko, Dánsko, Norsko, Finsko 2004 / 60 min. / HD file
https://www.imdb.com/title/tt0469772/?ref_=nm_knf_t1
https://program.lfs.cz/detail/?film=Bergman-and-the-Theatre","Uherské Hradiště, Reduta 1"
Best of Audiovize,8/1/2018,13:00,8/1/2018,15:00,False,"120 min.
https://program.lfs.cz/detail/?film=Best-of-Audiovision","Uherské Hradiště, Stan ČT"
Velký Jim McLain,7/30/2018,11:00,7/30/2018,12:40,False,"Edward Ludwig / USA 1952 / 90 min. / DVD
https://www.csfd.cz/film/21709-big-jim-mclain/prehled/
https://www.imdb.com/title/tt0044418/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Big-Jim-McLain","Uherské Hradiště, Slovácké divadlo"
Blachut,7/28/2018,21:00,7/28/2018,22:00,False,"60 min.
https://program.lfs.cz/detail/?film=Blachut","Uherské Hradiště, Divadelní/literární stan"
Tísnivé okamžiky,7/29/2018,23:00,7/30/2018,1:31,False,"Mike Leigh / Velká Británie 1971 / 106 min. / 35mm
https://www.csfd.cz/film/5820-bleak-moments/komentare/
https://www.imdb.com/title/tt0066842/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Bleak-Moments","Uherské Hradiště, Reduta 1"
Modré tygrování – hrátky s filmem,7/31/2018,13:15,7/31/2018,14:00,False,"45 min.
https://program.lfs.cz/detail/?film=Blue-tiger-%e2%80%93-plays-with-film","Uherské Hradiště, Cafe 21"
Večer deskových her s Mindok,7/27/2018,19:30,7/27/2018,21:30,False,"120 min.
https://program.lfs.cz/detail/?film=Board-Games-with-Mindok","Uherské Hradiště, Dětský/herní stan"
Večer deskových her s Mindok,7/29/2018,19:30,7/29/2018,21:30,False,"120 min.
https://program.lfs.cz/detail/?film=Board-Games-with-Mindok","Uherské Hradiště, Dětský/herní stan"
Večer deskových her s Mindok,7/31/2018,19:30,7/31/2018,21:30,False,"120 min.
https://program.lfs.cz/detail/?film=Board-Games-with-Mindok","Uherské Hradiště, Dětský/herní stan"
Večer deskových her s Mindok,8/2/2018,19:30,8/2/2018,21:30,False,"120 min.
https://program.lfs.cz/detail/?film=Board-Games-with-Mindok","Uherské Hradiště, Dětský/herní stan"
Večer deskových her s Mindok,8/4/2018,19:30,8/4/2018,21:30,False,"120 min.
https://program.lfs.cz/detail/?film=Board-Games-with-Mindok","Uherské Hradiště, Dětský/herní stan"
Brave New VR Worlds 1,7/28/2018,10:00,7/28/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,7/29/2018,10:00,7/29/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,7/30/2018,10:00,7/30/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,7/31/2018,10:00,7/31/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,8/1/2018,10:00,8/1/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,8/2/2018,10:00,8/2/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,8/3/2018,10:00,8/3/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 1,8/4/2018,10:00,8/4/2018,12:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-1","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,7/28/2018,12:00,7/28/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,7/29/2018,12:00,7/29/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,7/30/2018,12:00,7/30/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,7/31/2018,12:00,7/31/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,8/1/2018,12:00,8/1/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,8/2/2018,12:00,8/2/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,8/3/2018,12:00,8/3/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 2,8/4/2018,12:00,8/4/2018,14:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-2","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,7/28/2018,16:00,7/28/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,7/29/2018,16:00,7/29/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,7/30/2018,16:00,7/30/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,7/31/2018,16:00,7/31/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,8/1/2018,16:00,8/1/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,8/2/2018,16:00,8/2/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,8/3/2018,16:00,8/3/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 3,8/4/2018,16:00,8/4/2018,18:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-3","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,7/28/2018,18:00,7/28/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,7/29/2018,18:00,7/29/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,7/30/2018,18:00,7/30/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,7/31/2018,18:00,7/31/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,8/1/2018,18:00,8/1/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,8/2/2018,18:00,8/2/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,8/3/2018,18:00,8/3/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds 4,8/4/2018,18:00,8/4/2018,20:00,False,"120 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds-4","Uherské Hradiště, Reduta 2"
Brave New VR Worlds: Od televizních brýlí k hologramům,8/1/2018,13:30,8/1/2018,15:00,False,"90 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds--From-TV-Glasses-to-Holograms","Uherské Hradiště, Klub kultury 2"
Brave New VR Worlds: Futurologický kongres na dohled?,7/29/2018,17:30,7/29/2018,19:00,False,"90 min.
https://program.lfs.cz/detail/?film=Brave-New-VR-Worlds--Futurological-Congress-on-the-Horizon%3f","Uherské Hradiště, Klub kultury 2"
Nejlepší,8/1/2018,17:30,8/1/2018,19:30,False,"Łukasz Palkowski / Polsko 2017 / 110 min. / 15 let / DCP
https://www.csfd.cz/film/545871-nejlepsi/prehled/
https://www.imdb.com/title/tt6737766/?ref_=nv_sr_1
https://program.lfs.cz/detail/?film=Breaking-the-Limits","Uherské Hradiště, Klub kultury 1"
Bublinový workshop,8/2/2018,14:00,8/2/2018,15:30,False,"90 min.
https://program.lfs.cz/detail/?film=Bubble-Workshop","Uherské Hradiště, Dětský/herní stan"
U ohně,7/28/2018,11:00,7/28/2018,13:20,False,"Alejandro Fernández Almendras / Chile, Německo 2011 / 95 min. / DCP
https://www.csfd.cz/film/323587-sentados-frente-al-fuego/galerie/?type=1
https://www.imdb.com/title/tt2273537/?ref_=nm_flmg_dr_3
https://program.lfs.cz/detail/?film=By-The-Fire","Uherské Hradiště, Slovácké divadlo"
U ohně,7/30/2018,9:30,7/30/2018,11:50,False,"Alejandro Fernández Almendras / Chile, Německo 2011 / 95 min. / DCP
https://www.csfd.cz/film/323587-sentados-frente-al-fuego/galerie/?type=1
https://www.imdb.com/title/tt2273537/?ref_=nm_flmg_dr_3
https://program.lfs.cz/detail/?film=By-The-Fire","Uherské Hradiště, Sportovní hala"
"ÍRÁN:CI, program krátkých filmů",7/30/2018,16:00,7/30/2018,17:05,False,"65 min.
https://program.lfs.cz/detail/?film=%c3%8dR%c3%81N-CI%2c-program-kr%c3%a1tk%c3%bdch-film%c5%af","Uherské Hradiště, Respekt stan"
Česká na sockách: Strategie marketingu pořadů ČT v digitálním světě,7/30/2018,14:00,7/30/2018,15:30,False,"90 min.
https://program.lfs.cz/detail/?film=%c4%8cesk%c3%a1-na-sock%c3%a1ch--Strategie-marketingu-po%c5%99ad%c5%af-%c4%8cT-v-digit%c3%a1ln%c3%adm-sv%c4%9bt%c4%9b","Uherské Hradiště, Stan ČT"
České krátké filmy,8/4/2018,14:30,8/4/2018,15:50,False,"80 min.
https://program.lfs.cz/detail/?film=%c4%8cesk%c3%a9-kr%c3%a1tk%c3%a9-filmy","Uherské Hradiště, Respekt stan"
Český film v České televizi,7/29/2018,14:00,7/29/2018,15:30,False,"90 min.
https://program.lfs.cz/detail/?film=%c4%8cesk%c3%bd-film-v-%c4%8cesk%c3%a9-televizi","Uherské Hradiště, Stan ČT"
Slavnost v botanické zahradě,7/31/2018,20:00,7/31/2018,22:12,False,"Elo Havetta / Československo 1969 / 87 min. / DCP
https://www.csfd.cz/film/27471-slavnost-v-botanickej-zahrade/prehled/
https://www.imdb.com/title/tt0292694/?ref_=fn_al_tt_1
https://program.lfs.cz/detail/?film=Celebration-in-the-Botanical-Garden","Uherské Hradiště, Kino Hvězda"
Slavnost osamělé palmy,7/31/2018,20:00,7/31/2018,20:39,False,"Marko Škop / Slovensko 2005 / 39 min.
https://www.csfd.cz/film/211678-slavnost-osamelej-palmy/prehled/
https://program.lfs.cz/detail/?film=Celebration-of-a-Lonely-Palm","Uherské Hradiště, Kino Hvězda"
Centrum experimentálního divadla: Zpráva o zázraku (Josef Toufar),7/31/2018,19:00,7/31/2018,20:30,False,"90 min.
https://program.lfs.cz/detail/?film=Centre-for-Experimental-Theatre--Report-on-a-Miracle-(Josef-Toufar)","Uherské Hradiště, Divadelní/literární stan"
Cesta filmaře,7/30/2018,16:00,7/30/2018,17:30,False,"90 min.
https://program.lfs.cz/detail/?film=Cesta-filma%c5%99e","Uherské Hradiště, Stan ČT"
Chevalier,7/31/2018,8:30,7/31/2018,10:25,False,"Athina Rachel Tsangari / Řecko 2015 / 105 min. / 15 let / DCP
https://www.csfd.cz/film/369468-chevalier/prehled/
https://www.imdb.com/title/tt3526706/?ref_=fn_al_tt_2
https://program.lfs.cz/detail/?film=Chevalier","Uherské Hradiště, Kino Hvězda"
Chevalier,8/4/2018,15:30,8/4/2018,17:25,False,"Athina Rachel Tsangari / Řecko 2015 / 105 min. / 15 let / DCP
https://www.csfd.cz/film/369468-chevalier/prehled/
https://www.imdb.com/title/tt3526706/?ref_=fn_al_tt_2
https://program.lfs.cz/detail/?film=Chevalier","Uherské Hradiště, Sportovní hala"
